stock_code,stock_name,weight_pct,market,report_date
600150,中国船舶,8.65,sh,2026-06-30
002179,中航光电,3.43,sz,2026-06-30
688002,睿创微纳,3.4,sh,2026-06-30
300395,菲利华,3.29,sz,2026-06-30
600879,航天电子,3.28,sh,2026-06-30
002625,光启技术,3.05,sz,2026-06-30
600893,航发动力,2.99,sh,2026-06-30
600118,中国卫星,2.83,sh,2026-06-30
600760,中航沈飞,2.72,sh,2026-06-30
601698,中国卫通,2.24,sh,2026-06-30
301666,大普微,0.1,sz,2026-06-30
688808,联讯仪器,0.06,sh,2026-06-30
688820,盛合晶微,0.03,sh,2026-06-30
688797,臻宝科技,0.02,sh,2026-06-30
001399,惠科股份,0.02,sz,2026-06-30
600150,中国船舶,7.97,sh,2026-06-30
600893,航发动力,3.8,sh,2026-06-30
600879,航天电子,3.48,sh,2026-06-30
002625,光启技术,3.43,sz,2026-06-30
600118,中国卫星,2.87,sh,2026-06-30
002179,中航光电,2.55,sz,2026-06-30
600760,中航沈飞,2.48,sh,2026-06-30
300395,菲利华,2.27,sz,2026-06-30
688002,睿创微纳,2.21,sh,2026-06-30
000547,航天发展,2.16,sz,2026-06-30
688802,沐曦股份,0.03,sh,2026-06-30
001280,中国铀业,0.03,sz,2026-06-30
301680,固德电材,0.02,sz,2026-06-30
301683,慧谷新材,0.01,sz,2026-06-30
688809,强一股份,0.01,sh,2026-06-30
