stock_code,stock_name,weight_pct,market,report_date
688521,芯原股份,6.38,sh,2026-06-30
300567,精测电子,5.9,sz,2026-06-30
688037,芯源微,5.41,sh,2026-06-30
603986,兆易创新,5.28,sh,2026-06-30
688072,拓荆科技,5.17,sh,2026-06-30
688361,中科飞测,4.98,sh,2026-06-30
300666,江丰电子,4.89,sz,2026-06-30
688627,精智达,4.8,sh,2026-06-30
002371,北方华创,4.49,sz,2026-06-30
300604,长川科技,4.44,sz,2026-06-30
688521,芯原股份,6.53,sh,2026-06-30
688041,海光信息,6.35,sh,2026-06-30
688072,拓荆科技,5.54,sh,2026-06-30
688200,华峰测控,4.99,sh,2026-06-30
300666,江丰电子,4.88,sz,2026-06-30
300567,精测电子,4.2,sz,2026-06-30
688019,安集科技,4.17,sh,2026-06-30
688627,精智达,3.74,sh,2026-06-30
300604,长川科技,3.13,sz,2026-06-30
688037,芯源微,3.12,sh,2026-06-30
