stock_code,stock_name,weight_pct,market,report_date
688120,华海清科,1.39,sh,2026-06-30
688012,中微公司,1.3,sh,2026-06-30
688082,盛美上海,1.3,sh,2026-06-30
603986,兆易创新,1.29,sh,2026-06-30
600460,士兰微,1.29,sh,2026-06-30
300604,长川科技,1.29,sz,2026-06-30
688521,芯原股份,1.28,sh,2026-06-30
300223,北京君正,1.27,sz,2026-06-30
688525,佰维存储,1.26,sh,2026-06-30
001309,德明利,1.24,sz,2026-06-30
600487,亨通光电,2.47,sh,2026-06-30
600522,中天科技,1.71,sh,2026-06-30
300442,润泽科技,1.58,sz,2026-06-30
601698,中国卫通,1.42,sh,2026-06-30
601231,环旭电子,1.38,sh,2026-06-30
688521,芯原股份,1.36,sh,2026-06-30
002384,东山精密,1.32,sz,2026-06-30
000988,华工科技,1.25,sz,2026-06-30
002281,光迅科技,1.23,sz,2026-06-30
300394,天孚通信,1.21,sz,2026-06-30
