stock_code,stock_name,weight_pct,market,report_date
002821,凯莱英,5.85,sz,2026-06-30
688796,百奥赛图,5.72,sh,2026-06-30
002353,杰瑞股份,4.87,sz,2026-06-30
301345,涛涛车业,4.18,sz,2026-06-30
300502,新易盛,4.17,sz,2026-06-30
688301,奕瑞科技,3.92,sh,2026-06-30
002283,天润工业,3.83,sz,2026-06-30
002126,银轮股份,3.83,sz,2026-06-30
000338,潍柴动力,3.22,sz,2026-06-30
300308,中际旭创,3.15,sz,2026-06-30
603259,药明康德,5.83,sh,2026-06-30
002821,凯莱英,5.62,sz,2026-06-30
688617,惠泰医疗,5.0,sh,2026-06-30
603087,甘李药业,3.51,sh,2026-06-30
301080,百普赛斯,3.21,sz,2026-06-30
688212,澳华内镜,3.15,sh,2026-06-30
300896,爱美客,3.08,sz,2026-06-30
301033,迈普医学,3.06,sz,2026-06-30
300181,佐力药业,3.03,sz,2026-06-30
301345,涛涛车业,2.99,sz,2026-06-30
