stock_code,stock_name,weight_pct,market,report_date
603259,药明康德,4.53,sh,2026-06-30
600276,恒瑞医药,4.39,sh,2026-06-30
002821,凯莱英,4.0,sz,2026-06-30
688221,前沿生物,3.97,sh,2026-06-30
688046,药康生物,3.9,sh,2026-06-30
688428,诺诚健华,3.74,sh,2026-06-30
688197,首药控股,3.45,sh,2026-06-30
301096,百诚医药,3.36,sz,2026-06-30
688180,君实生物,3.28,sh,2026-06-30
603127,昭衍新药,3.27,sh,2026-06-30
688428,诺诚健华,4.85,sh,2026-06-30
688331,荣昌生物,4.73,sh,2026-06-30
688336,三生国健,4.69,sh,2026-06-30
301080,百普赛斯,4.59,sz,2026-06-30
603590,康辰药业,4.57,sh,2026-06-30
688073,毕得医药,4.53,sh,2026-06-30
688062,迈威生物,4.5,sh,2026-06-30
688235,百济神州,4.5,sh,2026-06-30
600276,恒瑞医药,4.47,sh,2026-06-30
301257,普蕊斯,4.42,sz,2026-06-30
