stock_code,stock_name,weight_pct,market,report_date
688498,源杰科技,7.91,sh,2026-06-30
300502,新易盛,7.91,sz,2026-06-30
300308,中际旭创,7.49,sz,2026-06-30
301526,国际复材,7.46,sz,2026-06-30
002384,东山精密,6.31,sz,2026-06-30
600183,生益科技,6.29,sh,2026-06-30
603256,宏和科技,6.05,sh,2026-06-30
920045,蘅东光,4.04,sh,2026-06-30
600487,亨通光电,4.0,sh,2026-06-30
002938,鹏鼎控股,3.93,sz,2026-06-30
002475,立讯精密,9.81,sz,2026-06-30
603179,新泉股份,9.68,sh,2026-06-30
688503,聚和材料,9.1,sh,2026-06-30
603920,世运电路,8.76,sh,2026-06-30
688279,峰岹科技,7.44,sh,2026-06-30
300677,英科医疗,6.24,sz,2026-06-30
603786,科博达,4.27,sh,2026-06-30
301087,可孚医疗,3.17,sz,2026-06-30
300855,图南股份,3.12,sz,2026-06-30
605288,凯迪股份,3.11,sh,2026-06-30
