stock_code,stock_name,weight_pct,market,report_date
601899,紫金矿业,13.22,sh,2026-06-30
600176,中国巨石,5.2,sh,2026-06-30
603993,洛阳钼业,4.85,sh,2026-06-30
600111,北方稀土,4.09,sh,2026-06-30
601857,中国石油,3.84,sh,2026-06-30
601088,中国神华,3.79,sh,2026-06-30
002353,杰瑞股份,3.09,sz,2026-06-30
600549,厦门钨业,2.99,sh,2026-06-30
601225,陕西煤业,2.81,sh,2026-06-30
000657,中钨高新,2.78,sz,2026-06-30
002080,中材科技,0.95,sz,2026-06-30
001248,华润新能源,0.06,sz,2026-06-30
688797,臻宝科技,0.05,sh,2026-06-30
301682,宏明电子,0.02,sz,2026-06-30
001399,惠科股份,0.02,sz,2026-06-30
601899,紫金矿业,15.67,sh,2026-06-30
601088,中国神华,4.62,sh,2026-06-30
603993,洛阳钼业,4.38,sh,2026-06-30
601857,中国石油,4.18,sh,2026-06-30
600111,北方稀土,3.56,sh,2026-06-30
601225,陕西煤业,2.96,sh,2026-06-30
600938,中国海油,2.88,sh,2026-06-30
603799,华友钴业,2.68,sh,2026-06-30
601600,中国铝业,2.67,sh,2026-06-30
002460,赣锋锂业,2.62,sz,2026-06-30
301682,宏明电子,0.01,sz,2026-06-30
603459,红板科技,0.01,sh,2026-06-30
301696,三瑞智能,0.01,sz,2026-06-30
301680,固德电材,0.0,sz,2026-06-30
603175,超颖电子,0.0,sh,2026-06-30
