stock_code,stock_name,weight_pct,market,report_date
605376,博迁新材,5.95,sh,2026-06-30
600183,生益科技,5.56,sh,2026-06-30
688233,神工股份,5.19,sh,2026-06-30
300672,国科微,5.15,sz,2026-06-30
300408,三环集团,5.13,sz,2026-06-30
603986,兆易创新,4.98,sh,2026-06-30
002859,洁美科技,4.53,sz,2026-06-30
300285,国瓷材料,4.23,sz,2026-06-30
688082,盛美上海,3.27,sh,2026-06-30
000636,风华高科,3.18,sz,2026-06-30
300308,中际旭创,9.04,sz,2026-06-30
300502,新易盛,7.27,sz,2026-06-30
300857,协创数据,2.94,sz,2026-06-30
688516,奥特维,2.14,sh,2026-06-30
002792,通宇通讯,2.12,sz,2026-06-30
688270,ST臻镭,2.09,sh,2026-06-30
600879,航天电子,2.07,sh,2026-06-30
002475,立讯精密,2.04,sz,2026-06-30
688387,信科移动,2.02,sh,2026-06-30
300775,三角防务,2.01,sz,2026-06-30
