stock_code,stock_name,weight_pct,market,report_date
688012,中微公司,4.56,sh,2026-06-30
002371,北方华创,3.95,sz,2026-06-30
000725,京东方A,3.66,sz,2026-06-30
600183,生益科技,3.34,sh,2026-06-30
600030,中信证券,3.04,sh,2026-06-30
601211,国泰海通,2.71,sh,2026-06-30
600900,长江电力,2.55,sh,2026-06-30
600036,招商银行,2.44,sh,2026-06-30
000988,华工科技,2.44,sz,2026-06-30
601166,兴业银行,2.43,sh,2026-06-30
601166,兴业银行,3.15,sh,2026-06-30
600036,招商银行,3.1,sh,2026-06-30
600900,长江电力,3.05,sh,2026-06-30
000858,五粮液,2.92,sz,2026-06-30
600030,中信证券,2.85,sh,2026-06-30
002371,北方华创,2.78,sz,2026-06-30
601899,紫金矿业,2.75,sh,2026-06-30
601211,国泰海通,2.72,sh,2026-06-30
601088,中国神华,2.43,sh,2026-06-30
600309,万华化学,2.17,sh,2026-06-30
