stock_code,stock_name,weight_pct,market,report_date
300750,宁德时代,7.08,sz,2026-06-30
603129,春风动力,6.82,sh,2026-06-30
000338,潍柴动力,5.67,sz,2026-06-30
000100,TCL科技,3.37,sz,2026-06-30
002832,比音勒芬,3.2,sz,2026-06-30
002353,杰瑞股份,3.2,sz,2026-06-30
300972,万辰集团,3.13,sz,2026-06-30
605098,行动教育,2.95,sh,2026-06-30
300750,宁德时代,6.09,sz,2026-06-30
605098,行动教育,5.18,sh,2026-06-30
603129,春风动力,5.12,sh,2026-06-30
600660,福耀玻璃,3.91,sh,2026-06-30
002602,世纪华通,3.71,sz,2026-06-30
300972,万辰集团,3.69,sz,2026-06-30
000338,潍柴动力,3.57,sz,2026-06-30
