stock_code,stock_name,weight_pct,market,report_date
301526,国际复材,1.98,sz,2026-06-30
600176,中国巨石,1.91,sh,2026-06-30
600141,兴发集团,1.61,sh,2026-06-30
600497,驰宏锌锗,1.37,sh,2026-06-30
600549,厦门钨业,1.35,sh,2026-06-30
000657,中钨高新,1.32,sz,2026-06-30
603256,宏和科技,1.31,sh,2026-06-30
601958,金钼股份,1.26,sh,2026-06-30
603260,合盛硅业,1.26,sh,2026-06-30
600392,盛和资源,1.24,sh,2026-06-30
301666,大普微,0.11,sz,2026-06-30
001248,华润新能源,0.06,sz,2026-06-30
688808,联讯仪器,0.05,sh,2026-06-30
688820,盛合晶微,0.03,sh,2026-06-30
301682,宏明电子,0.02,sz,2026-06-30
000657,中钨高新,1.64,sz,2026-06-30
002648,卫星化学,1.37,sz,2026-06-30
002756,永兴材料,1.34,sz,2026-06-30
600989,宝丰能源,1.3,sh,2026-06-30
601212,白银有色,1.3,sh,2026-06-30
600176,中国巨石,1.28,sh,2026-06-30
600549,厦门钨业,1.24,sh,2026-06-30
002155,湖南黄金,1.21,sz,2026-06-30
600299,安迪苏,1.19,sh,2026-06-30
600188,兖矿能源,1.19,sh,2026-06-30
301683,慧谷新材,0.01,sz,2026-06-30
301682,宏明电子,0.01,sz,2026-06-30
001280,中国铀业,0.01,sz,2026-06-30
301696,三瑞智能,0.01,sz,2026-06-30
688818,电科蓝天,0.01,sh,2026-06-30
