stock_code,stock_name,weight_pct,market,report_date
600690,海尔智家,9.74,sh,2026-06-30
002714,牧原股份,9.36,sz,2026-06-30
600519,贵州茅台,9.06,sh,2026-06-30
000858,五粮液,8.86,sz,2026-06-30
002011,盾安环境,8.51,sz,2026-06-30
002371,北方华创,7.94,sz,2026-06-30
603369,今世缘,6.04,sh,2026-06-30
688169,石头科技,4.84,sh,2026-06-30
603345,安井食品,4.7,sh,2026-06-30
600887,伊利股份,3.66,sh,2026-06-30
600519,贵州茅台,10.22,sh,2026-06-30
000858,五粮液,9.99,sz,2026-06-30
002415,海康威视,9.96,sz,2026-06-30
002011,盾安环境,9.35,sz,2026-06-30
600690,海尔智家,9.09,sh,2026-06-30
688169,石头科技,7.01,sh,2026-06-30
603369,今世缘,6.67,sh,2026-06-30
002714,牧原股份,5.88,sz,2026-06-30
600873,梅花生物,4.15,sh,2026-06-30
600585,海螺水泥,3.27,sh,2026-06-30
