stock_code,stock_name,weight_pct,market,report_date
688548,广钢气体,9.78,sh,2026-06-30
002475,立讯精密,5.73,sz,2026-06-30
300308,中际旭创,5.13,sz,2026-06-30
601899,紫金矿业,4.24,sh,2026-06-30
688361,中科飞测,4.08,sh,2026-06-30
688981,中芯国际,4.01,sh,2026-06-30
688072,拓荆科技,3.54,sh,2026-06-30
603993,洛阳钼业,3.21,sh,2026-06-30
688082,盛美上海,2.8,sh,2026-06-30
002126,银轮股份,2.8,sz,2026-06-30
688548,广钢气体,6.82,sh,2026-06-30
002126,银轮股份,5.64,sz,2026-06-30
600760,中航沈飞,5.14,sh,2026-06-30
002475,立讯精密,4.39,sz,2026-06-30
002986,宇新股份,4.07,sz,2026-06-30
000425,徐工机械,4.06,sz,2026-06-30
601888,中国中免,3.94,sh,2026-06-30
600150,中国船舶,3.82,sh,2026-06-30
601899,紫金矿业,3.41,sh,2026-06-30
601918,新集能源,3.3,sh,2026-06-30
