stock_code,stock_name,weight_pct,market,report_date
688608,恒玄科技,5.12,sh,2026-06-30
300604,长川科技,4.82,sz,2026-06-30
688072,拓荆科技,4.5,sh,2026-06-30
688256,寒武纪,4.43,sh,2026-06-30
300223,北京君正,4.3,sz,2026-06-30
688249,晶合集成,3.07,sh,2026-06-30
688012,中微公司,3.01,sh,2026-06-30
300567,精测电子,2.76,sz,2026-06-30
688608,恒玄科技,6.82,sh,2026-06-30
000973,佛塑科技,4.74,sz,2026-06-30
688072,拓荆科技,3.34,sh,2026-06-30
688012,中微公司,3.14,sh,2026-06-30
300666,江丰电子,3.08,sz,2026-06-30
300604,长川科技,2.87,sz,2026-06-30
688041,海光信息,2.71,sh,2026-06-30
