stock_code,stock_name,weight_pct,market,report_date
688808,联讯仪器,7.86,sh,2026-06-30
300604,长川科技,7.82,sz,2026-06-30
300567,精测电子,7.06,sz,2026-06-30
000811,冰轮环境,6.89,sz,2026-06-30
688392,骄成超声,4.89,sh,2026-06-30
301611,珂玛科技,4.53,sz,2026-06-30
002353,杰瑞股份,4.47,sz,2026-06-30
002025,航天电器,4.35,sz,2026-06-30
688652,京仪装备,3.96,sh,2026-06-30
688809,强一股份,3.32,sh,2026-06-30
300855,图南股份,5.95,sz,2026-06-30
002683,广东宏大,5.7,sz,2026-06-30
600316,洪都航空,5.25,sh,2026-06-30
300604,长川科技,5.02,sz,2026-06-30
600988,赤峰黄金,4.61,sh,2026-06-30
000039,中集集团,4.51,sz,2026-06-30
600893,航发动力,4.46,sh,2026-06-30
688361,中科飞测,4.14,sh,2026-06-30
301611,珂玛科技,3.97,sz,2026-06-30
688392,骄成超声,3.69,sh,2026-06-30
