stock_code,stock_name,weight_pct,market,report_date
002230,科大讯飞,6.34,sz,2026-06-30
603019,中科曙光,6.1,sh,2026-06-30
000977,浪潮信息,5.4,sz,2026-06-30
300502,新易盛,5.25,sz,2026-06-30
300442,润泽科技,5.01,sz,2026-06-30
000938,紫光股份,4.98,sz,2026-06-30
300308,中际旭创,4.94,sz,2026-06-30
688111,金山办公,4.0,sh,2026-06-30
000066,中国长城,2.98,sz,2026-06-30
301396,宏景科技,2.88,sz,2026-06-30
688795,摩尔线程,0.34,sh,2026-06-30
688802,沐曦股份,0.28,sh,2026-06-30
688765,禾元生物,0.08,sh,2026-06-30
301666,大普微,0.06,sz,2026-06-30
001248,华润新能源,0.04,sz,2026-06-30
002230,科大讯飞,8.39,sz,2026-06-30
300502,新易盛,5.28,sz,2026-06-30
300442,润泽科技,5.26,sz,2026-06-30
300308,中际旭创,4.82,sz,2026-06-30
688111,金山办公,4.3,sh,2026-06-30
000977,浪潮信息,4.3,sz,2026-06-30
000938,紫光股份,3.95,sz,2026-06-30
603019,中科曙光,3.72,sh,2026-06-30
002261,拓维信息,3.43,sz,2026-06-30
300017,网宿科技,3.3,sz,2026-06-30
688795,摩尔线程,0.15,sh,2026-06-30
688802,沐曦股份,0.12,sh,2026-06-30
688765,禾元生物,0.08,sh,2026-06-30
688783,西安奕材,0.03,sh,2026-06-30
688790,昂瑞微,0.02,sh,2026-06-30
