stock_code,stock_name,weight_pct,market,report_date
601816,京沪高铁,13.9,sh,2026-06-30
601766,中国中车,13.47,sh,2026-06-30
601006,大秦铁路,11.7,sh,2026-06-30
601390,中国中铁,9.09,sh,2026-06-30
300001,特锐德,5.95,sz,2026-06-30
601186,中国铁建,5.83,sh,2026-06-30
688187,时代电气,3.81,sh,2026-06-30
688009,中国通号,2.62,sh,2026-06-30
600820,隧道股份,2.44,sh,2026-06-30
601333,广深铁路,1.99,sh,2026-06-30
688808,联讯仪器,0.05,sh,2026-06-30
688818,电科蓝天,0.02,sh,2026-06-30
688813,泰金新能,0.01,sh,2026-06-30
688635,长进光子,0.01,sh,2026-06-30
688811,有研复材,0.01,sh,2026-06-30
601816,京沪高铁,14.11,sh,2026-06-30
601766,中国中车,13.02,sh,2026-06-30
601006,大秦铁路,11.78,sh,2026-06-30
601390,中国中铁,10.11,sh,2026-06-30
601186,中国铁建,5.9,sh,2026-06-30
300001,特锐德,3.65,sz,2026-06-30
688009,中国通号,2.67,sh,2026-06-30
600820,隧道股份,2.55,sh,2026-06-30
688187,时代电气,2.46,sh,2026-06-30
600967,内蒙一机,2.28,sh,2026-06-30
688813,泰金新能,0.04,sh,2026-06-30
688818,电科蓝天,0.01,sh,2026-06-30
688727,恒坤新材,0.01,sh,2026-06-30
603175,超颖电子,0.0,sh,2026-06-30
603248,锡华科技,0.0,sh,2026-06-30
