stock_code,stock_name,weight_pct,market,report_date
603259,药明康德,7.59,sh,2026-06-30
300274,阳光电源,7.41,sz,2026-06-30
002129,TCL中环,5.57,sz,2026-06-30
300709,精研科技,5.03,sz,2026-06-30
688008,澜起科技,4.96,sh,2026-06-30
300401,花园生物,4.88,sz,2026-06-30
603067,振华股份,4.5,sh,2026-06-30
002028,思源电气,4.43,sz,2026-06-30
600309,万华化学,4.01,sh,2026-06-30
300751,迈为股份,3.53,sz,2026-06-30
603259,药明康德,5.91,sh,2026-06-30
601318,中国平安,4.67,sh,2026-06-30
300750,宁德时代,4.37,sz,2026-06-30
600487,亨通光电,3.64,sh,2026-06-30
600036,招商银行,3.63,sh,2026-06-30
600309,万华化学,3.27,sh,2026-06-30
002714,牧原股份,2.66,sz,2026-06-30
002422,科伦药业,2.49,sz,2026-06-30
600988,赤峰黄金,2.42,sh,2026-06-30
300487,蓝晓科技,2.23,sz,2026-06-30
