date,open,high,low,close,volume
2022-04-18,28.1,30.89,27.86,30.37,7455310.0
2022-04-19,30.18,30.44,29.55,30.14,6032108.0
2022-04-20,30.3,31.09,29.97,30.13,4718486.0
2022-04-21,29.72,30.46,29.5,29.58,5005408.0
2022-04-22,29.49,29.84,28.73,28.82,5093950.0
2022-04-25,28.43,28.48,25.69,25.85,8146934.0
2022-04-26,25.9,26.55,23.7,24.0,8182206.0
2022-04-27,23.96,25.67,23.06,25.46,7819652.0
2022-04-28,25.27,27.41,24.68,26.64,8868895.0
2022-04-29,26.8,27.8,26.02,27.32,7733429.0
2022-05-05,27.32,28.88,27.28,28.15,6000335.0
2022-05-06,27.39,28.03,26.81,27.3,3381573.0
2022-05-09,27.3,28.28,27.03,28.1,2763913.0
2022-05-10,27.72,29.17,27.19,28.68,3616048.0
2022-05-11,29.21,32.44,28.41,31.08,10052755.0
2022-05-12,31.29,32.56,31.26,32.47,7503436.0
2022-05-13,32.47,33.8,31.97,33.33,6539386.0
2022-05-16,33.5,33.62,31.89,32.02,5805103.0
2022-05-17,32.3,32.72,31.51,31.83,5712848.0
2022-05-18,32.05,32.13,31.55,31.88,3155709.0
2022-05-19,31.77,32.8,31.31,32.75,3594750.0
2022-05-20,36.28,37.99,34.08,36.9,13622740.0
2022-05-23,37.43,37.43,35.6,36.49,7535514.0
2022-05-24,36.5,38.18,36.09,36.8,10727319.0
2022-05-25,37.04,38.0,36.6,38.0,7359778.0
2022-05-26,37.99,38.49,37.4,38.01,7174401.0
2022-05-27,38.06,38.5,36.8,37.65,5441304.0
2022-05-30,37.9,38.35,37.2,38.35,5631241.0
2022-05-31,38.3,39.58,37.73,38.8,5970019.0
2022-06-01,38.97,39.29,38.5,38.96,3100653.0
2022-06-02,38.5,40.26,37.85,40.18,6001327.0
2022-06-06,40.18,41.96,40.18,41.93,5545857.0
2022-06-07,42.0,43.99,40.8,41.23,7565960.0
2022-06-08,41.5,41.98,40.38,41.33,4595645.0
2022-06-09,41.01,41.5,40.72,41.23,3331353.0
2022-06-10,41.2,43.77,40.85,43.5,6097440.0
2022-06-27,52.2,52.2,47.5,51.01,19589183.0
2022-06-28,50.2,50.85,47.0,48.89,11752797.0
2022-06-29,49.7,49.7,43.98,44.21,11657423.0
2022-06-30,44.21,46.3,43.6,44.19,9461629.0
2022-07-01,43.55,47.88,42.0,46.18,10687211.0
2022-07-04,46.53,46.7,42.8,44.1,9475893.0
2022-07-05,44.0,44.46,40.8,41.41,9622068.0
2022-07-06,41.41,42.26,41.11,42.05,4255369.0
2022-07-07,42.05,45.88,41.0,45.0,9504895.0
2022-07-08,44.68,45.79,44.12,44.32,3778125.0
2022-07-11,43.95,44.43,42.1,42.53,3715214.0
2022-07-12,43.18,43.39,41.35,41.5,4432562.0
2022-07-13,41.5,42.85,41.5,42.24,3524619.0
2022-07-14,41.68,43.36,41.67,42.47,3682940.0
2022-07-15,42.0,42.89,41.81,42.5,3911694.0
2022-07-18,42.8,43.72,41.15,43.2,5273642.0
2022-07-19,43.17,45.38,42.81,43.68,5940183.0
2022-07-20,44.0,44.4,42.5,42.68,4414641.0
2022-07-21,42.64,43.63,41.94,42.83,3678677.0
2022-07-22,42.84,43.2,42.1,42.8,3159194.0
2022-07-25,42.75,43.27,41.7,42.61,3055656.0
