stock_code,stock_name,weight_pct,market,report_date
601318,中国平安,4.57,sh,2026-06-30
600036,招商银行,3.98,sh,2026-06-30
000333,美的集团,3.36,sz,2026-06-30
688525,佰维存储,2.7,sh,2026-06-30
601138,工业富联,2.56,sh,2026-06-30
600030,中信证券,2.32,sh,2026-06-30
002594,比亚迪,1.96,sz,2026-06-30
600183,生益科技,1.9,sh,2026-06-30
601318,中国平安,5.11,sh,2026-06-30
600036,招商银行,4.53,sh,2026-06-30
000333,美的集团,3.5,sz,2026-06-30
002594,比亚迪,2.63,sz,2026-06-30
600030,中信证券,2.08,sh,2026-06-30
601138,工业富联,1.93,sh,2026-06-30
000651,格力电器,1.51,sz,2026-06-30
