stock_code,stock_name,weight_pct,market,report_date
600176,中国巨石,3.63,sh,2026-06-30
600522,中天科技,3.39,sh,2026-06-30
300502,新易盛,3.24,sz,2026-06-30
600487,亨通光电,3.17,sh,2026-06-30
300308,中际旭创,3.03,sz,2026-06-30
603993,洛阳钼业,2.88,sh,2026-06-30
300394,天孚通信,2.77,sz,2026-06-30
600150,中国船舶,2.69,sh,2026-06-30
600309,万华化学,2.67,sh,2026-06-30
002281,光迅科技,2.58,sz,2026-06-30
301666,大普微,0.07,sz,2026-06-30
001248,华润新能源,0.04,sz,2026-06-30
001399,惠科股份,0.04,sz,2026-06-30
001257,盛龙股份,0.01,sz,2026-06-30
603459,红板科技,0.01,sh,2026-06-30
300502,新易盛,3.57,sz,2026-06-30
300308,中际旭创,3.35,sz,2026-06-30
300394,天孚通信,3.04,sz,2026-06-30
601857,中国石油,2.92,sh,2026-06-30
000338,潍柴动力,2.81,sz,2026-06-30
601899,紫金矿业,2.78,sh,2026-06-30
600309,万华化学,2.73,sh,2026-06-30
002028,思源电气,2.73,sz,2026-06-30
600150,中国船舶,2.56,sh,2026-06-30
600031,三一重工,2.54,sh,2026-06-30
001257,盛龙股份,0.04,sz,2026-06-30
301683,慧谷新材,0.02,sz,2026-06-30
603459,红板科技,0.01,sh,2026-06-30
301656,联合动力,0.01,sz,2026-06-30
301563,云汉芯城,0.0,sz,2026-06-30
