stock_code,stock_name,weight_pct,market,report_date
300308,中际旭创,4.6,sz,2026-06-30
300750,宁德时代,3.37,sz,2026-06-30
300502,新易盛,2.74,sz,2026-06-30
600519,贵州茅台,2.4,sh,2026-06-30
603986,兆易创新,1.77,sh,2026-06-30
601318,中国平安,1.65,sh,2026-06-30
688256,寒武纪,1.58,sh,2026-06-30
600036,招商银行,1.42,sh,2026-06-30
601899,紫金矿业,1.34,sh,2026-06-30
002371,北方华创,1.24,sz,2026-06-30
300750,宁德时代,4.0,sz,2026-06-30
600519,贵州茅台,3.43,sh,2026-06-30
300308,中际旭创,2.39,sz,2026-06-30
601318,中国平安,2.28,sh,2026-06-30
601899,紫金矿业,2.03,sh,2026-06-30
600036,招商银行,1.83,sh,2026-06-30
300502,新易盛,1.66,sz,2026-06-30
000333,美的集团,1.41,sz,2026-06-30
600900,长江电力,1.24,sh,2026-06-30
601166,兴业银行,1.2,sh,2026-06-30
603806,福斯特,0.02,sh,2026-06-30
