date,open,high,low,close,volume
2026-04-13,111.000,116.990,111.000,115.900,5429221
2026-04-14,116.120,117.680,114.830,116.830,4662851
2026-04-15,117.450,140.200,116.500,125.710,10048643
2026-04-16,126.280,128.000,123.600,124.750,6245034
2026-04-17,123.800,128.470,123.000,127.250,6114832
2026-04-20,127.500,132.100,126.600,130.150,6091925
2026-04-21,128.850,129.800,125.590,126.950,5020201
2026-04-22,125.610,127.000,124.000,126.440,3471248
2026-04-23,125.970,127.490,122.500,123.540,3761782
2026-04-24,122.520,124.740,119.860,122.180,3261345
2026-04-27,122.220,126.750,122.210,124.930,3195961
2026-04-28,124.010,126.410,122.810,123.700,2889636
2026-04-29,122.460,124.170,119.880,122.950,2787438
2026-04-30,123.000,127.290,122.340,125.630,3889484
2026-05-06,126.510,135.060,126.510,132.210,4988540
2026-05-07,132.550,134.920,130.550,134.200,4048251
2026-05-08,133.000,144.910,132.450,143.820,5567664
2026-05-11,145.000,147.470,139.730,142.880,5235027
2026-05-12,142.910,149.400,141.610,143.710,3991166
2026-05-13,143.080,146.580,140.280,146.030,3754961
2026-05-14,148.800,148.800,140.410,141.010,3892749
2026-05-15,141.110,142.510,134.840,139.200,3932787
2026-05-18,138.400,157.470,138.400,152.500,5972020
2026-05-19,153.020,160.500,151.000,155.440,6650690
2026-05-20,155.460,169.630,154.670,156.790,5872546
2026-05-21,158.010,164.000,152.590,152.980,5668647
2026-05-22,158.400,174.990,158.010,169.650,7164810
2026-05-25,176.440,177.970,163.000,166.700,6590532
2026-05-26,164.010,166.260,156.180,163.300,4575822
2026-05-27,162.990,165.880,160.580,161.790,3926813
2026-05-28,160.980,187.770,160.500,185.000,7533776
2026-05-29,187.680,192.500,167.680,169.400,7402270
2026-06-01,167.880,175.000,158.990,159.300,5624355
2026-06-02,160.600,186.690,155.880,181.600,8033070
2026-06-03,181.020,184.600,170.000,173.880,7264727
2026-06-04,171.110,195.000,171.110,187.550,7603997
2026-06-05,187.000,190.740,173.850,175.200,6951696
2026-06-08,165.060,173.000,162.800,164.280,4836109
2026-06-09,167.800,175.860,164.310,172.300,4837180
2026-06-10,169.090,175.490,158.190,160.090,5279517
2026-06-11,156.780,161.680,149.800,153.510,4997801
2026-06-12,159.010,160.620,147.430,148.190,4373518
2026-06-15,151.660,163.790,151.010,161.820,5144668
2026-06-16,163.700,177.770,162.110,172.500,5662132
2026-06-17,176.900,206.860,176.220,197.260,9132336
2026-06-18,191.040,198.660,191.040,192.110,6131141
2026-06-22,195.480,197.000,184.080,188.000,5087181
2026-06-23,186.120,186.120,175.500,179.240,3735150
2026-06-24,178.500,180.560,174.000,179.710,4641462
2026-06-25,180.740,192.500,177.080,188.880,6314680
2026-06-26,183.000,183.000,171.850,172.240,4763134
2026-06-29,173.000,186.360,166.680,177.080,4040992
2026-06-30,174.000,176.970,164.000,176.090,3727297
2026-07-01,176.590,183.100,172.130,173.500,3748612
2026-07-02,167.000,168.490,158.830,159.190,3526086
2026-07-03,158.080,162.500,156.180,157.520,2440918
2026-07-06,159.570,162.590,152.280,154.820,2377146
2026-07-07,153.990,156.880,151.520,152.300,1841459
2026-07-08,152.410,153.800,143.320,144.410,2551748
2026-07-09,146.360,149.360,139.180,148.640,3063172
