stock_code,stock_name,weight_pct,market,report_date
300502,新易盛,9.83,sz,2026-06-30
300308,中际旭创,8.98,sz,2026-06-30
688498,源杰科技,8.86,sh,2026-06-30
603986,兆易创新,7.15,sh,2026-06-30
600183,生益科技,5.35,sh,2026-06-30
002281,光迅科技,5.04,sz,2026-06-30
002384,东山精密,4.59,sz,2026-06-30
301526,国际复材,4.25,sz,2026-06-30
002475,立讯精密,4.15,sz,2026-06-30
300394,天孚通信,3.26,sz,2026-06-30
300502,新易盛,9.5,sz,2026-06-30
300308,中际旭创,9.19,sz,2026-06-30
300394,天孚通信,7.0,sz,2026-06-30
688519,南亚新材,5.8,sh,2026-06-30
002463,沪电股份,5.69,sz,2026-06-30
688498,源杰科技,4.76,sh,2026-06-30
002475,立讯精密,4.59,sz,2026-06-30
002384,东山精密,3.11,sz,2026-06-30
601869,长飞光纤,2.7,sh,2026-06-30
301308,江波龙,2.64,sz,2026-06-30
