stock_code,stock_name,weight_pct,market,report_date
603259,药明康德,11.34,sh,2026-06-30
600276,恒瑞医药,9.91,sh,2026-06-30
300760,迈瑞医疗,3.93,sz,2026-06-30
688271,联影医疗,2.38,sh,2026-06-30
002422,科伦药业,2.04,sz,2026-06-30
000538,云南白药,2.01,sz,2026-06-30
300015,爱尔眼科,1.83,sz,2026-06-30
600436,片仔癀,1.57,sh,2026-06-30
002821,凯莱英,1.55,sz,2026-06-30
300759,康龙化成,1.43,sz,2026-06-30
301666,大普微,0.1,sz,2026-06-30
688808,联讯仪器,0.06,sh,2026-06-30
688820,盛合晶微,0.03,sh,2026-06-30
688797,臻宝科技,0.03,sh,2026-06-30
688635,长进光子,0.02,sh,2026-06-30
603259,药明康德,10.66,sh,2026-06-30
600276,恒瑞医药,8.8,sh,2026-06-30
300760,迈瑞医疗,4.44,sz,2026-06-30
688271,联影医疗,2.47,sh,2026-06-30
000538,云南白药,2.18,sz,2026-06-30
600436,片仔癀,2.03,sh,2026-06-30
300015,爱尔眼科,1.97,sz,2026-06-30
002422,科伦药业,1.73,sz,2026-06-30
002294,信立泰,1.52,sz,2026-06-30
600196,复星医药,1.51,sh,2026-06-30
301680,固德电材,0.04,sz,2026-06-30
688802,沐曦股份,0.04,sh,2026-06-30
001280,中国铀业,0.03,sz,2026-06-30
301683,慧谷新材,0.02,sz,2026-06-30
301696,三瑞智能,0.02,sz,2026-06-30
