stock_code,stock_name,weight_pct,market,report_date
300308,中际旭创,8.0,sz,2026-06-30
300750,宁德时代,5.8,sz,2026-06-30
300502,新易盛,4.75,sz,2026-06-30
600519,贵州茅台,4.23,sh,2026-06-30
603986,兆易创新,3.04,sh,2026-06-30
601318,中国平安,2.84,sh,2026-06-30
688256,寒武纪,2.72,sh,2026-06-30
600036,招商银行,2.45,sh,2026-06-30
601899,紫金矿业,2.31,sh,2026-06-30
002371,北方华创,2.19,sz,2026-06-30
300750,宁德时代,6.98,sz,2026-06-30
600519,贵州茅台,5.94,sh,2026-06-30
300308,中际旭创,4.16,sz,2026-06-30
601318,中国平安,3.97,sh,2026-06-30
601899,紫金矿业,3.53,sh,2026-06-30
600036,招商银行,3.19,sh,2026-06-30
000333,美的集团,2.47,sz,2026-06-30
600900,长江电力,2.17,sh,2026-06-30
002594,比亚迪,1.87,sz,2026-06-30
002475,立讯精密,1.65,sz,2026-06-30
