stock_code,stock_name,weight_pct,market,report_date
603259,药明康德,7.85,sh,2026-06-30
300308,中际旭创,7.7,sz,2026-06-30
600519,贵州茅台,6.45,sh,2026-06-30
600176,中国巨石,5.36,sh,2026-06-30
002142,宁波银行,4.65,sz,2026-06-30
600919,江苏银行,4.22,sh,2026-06-30
300750,宁德时代,4.09,sz,2026-06-30
688347,华虹宏力,4.06,sh,2026-06-30
601138,工业富联,4.05,sh,2026-06-30
000333,美的集团,3.96,sz,2026-06-30
601899,紫金矿业,6.11,sh,2026-06-30
600519,贵州茅台,5.67,sh,2026-06-30
300750,宁德时代,5.16,sz,2026-06-30
300751,迈为股份,4.83,sz,2026-06-30
603259,药明康德,4.5,sh,2026-06-30
300308,中际旭创,3.72,sz,2026-06-30
920982,锦波生物,3.67,sh,2026-06-30
300015,爱尔眼科,3.08,sz,2026-06-30
600141,兴发集团,3.02,sh,2026-06-30
600426,华鲁恒升,2.99,sh,2026-06-30
