stock_code,stock_name,weight_pct,market,report_date
600030,中信证券,13.79,sh,2026-06-30
300059,东方财富,12.64,sz,2026-06-30
601211,国泰海通,10.09,sh,2026-06-30
601688,华泰证券,5.94,sh,2026-06-30
600999,招商证券,3.81,sh,2026-06-30
000776,广发证券,3.33,sz,2026-06-30
600958,东方证券,2.44,sh,2026-06-30
601995,中金公司,2.09,sh,2026-06-30
601377,兴业证券,2.06,sh,2026-06-30
000166,申万宏源,1.98,sz,2026-06-30
301666,大普微,0.08,sz,2026-06-30
001248,华润新能源,0.04,sz,2026-06-30
301682,宏明电子,0.01,sz,2026-06-30
001257,盛龙股份,0.01,sz,2026-06-30
301696,三瑞智能,0.01,sz,2026-06-30
300059,东方财富,12.92,sz,2026-06-30
600030,中信证券,12.63,sh,2026-06-30
601211,国泰海通,10.13,sh,2026-06-30
601688,华泰证券,5.64,sh,2026-06-30
600999,招商证券,3.09,sh,2026-06-30
000776,广发证券,2.86,sz,2026-06-30
600958,东方证券,2.55,sh,2026-06-30
000166,申万宏源,2.28,sz,2026-06-30
601377,兴业证券,2.2,sh,2026-06-30
601995,中金公司,2.05,sh,2026-06-30
001280,中国铀业,0.03,sz,2026-06-30
301683,慧谷新材,0.02,sz,2026-06-30
301696,三瑞智能,0.02,sz,2026-06-30
603459,红板科技,0.01,sh,2026-06-30
301682,宏明电子,0.01,sz,2026-06-30
