stock_code,stock_name,weight_pct,market,report_date
603259,药明康德,9.41,sh,2026-06-30
300750,宁德时代,8.63,sz,2026-06-30
002415,海康威视,8.53,sz,2026-06-30
600519,贵州茅台,8.33,sh,2026-06-30
600941,中国移动,7.57,sh,2026-06-30
600690,海尔智家,6.88,sh,2026-06-30
600660,福耀玻璃,6.47,sh,2026-06-30
002601,龙佰集团,5.12,sz,2026-06-30
002833,弘亚数控,4.66,sz,2026-06-30
002001,新和成,4.62,sz,2026-06-30
300750,宁德时代,9.62,sz,2026-06-30
600519,贵州茅台,8.68,sh,2026-06-30
002415,海康威视,8.33,sz,2026-06-30
600863,华能蒙电,8.27,sh,2026-06-30
600690,海尔智家,8.18,sh,2026-06-30
600941,中国移动,6.18,sh,2026-06-30
002601,龙佰集团,6.16,sz,2026-06-30
600066,宇通客车,5.48,sh,2026-06-30
603259,药明康德,5.05,sh,2026-06-30
600660,福耀玻璃,4.98,sh,2026-06-30
