stock_code,stock_name,weight_pct,market,report_date
603986,兆易创新,5.86,sh,2026-06-30
688041,海光信息,4.86,sh,2026-06-30
002142,宁波银行,4.32,sz,2026-06-30
600909,华安证券,3.75,sh,2026-06-30
300408,三环集团,2.86,sz,2026-06-30
002371,北方华创,2.85,sz,2026-06-30
688702,盛科通信,2.7,sh,2026-06-30
600309,万华化学,2.64,sh,2026-06-30
688519,南亚新材,2.55,sh,2026-06-30
000636,风华高科,2.43,sz,2026-06-30
688382,益方生物,3.74,sh,2026-06-30
601688,华泰证券,3.04,sh,2026-06-30
600309,万华化学,3.0,sh,2026-06-30
601318,中国平安,2.98,sh,2026-06-30
002709,天赐材料,2.89,sz,2026-06-30
600426,华鲁恒升,2.89,sh,2026-06-30
002142,宁波银行,2.8,sz,2026-06-30
600036,招商银行,2.6,sh,2026-06-30
688041,海光信息,2.57,sh,2026-06-30
600486,扬农化工,2.31,sh,2026-06-30
