stock_code,stock_name,weight_pct,market,report_date
300308,中际旭创,13.78,sz,2026-06-30
300750,宁德时代,12.84,sz,2026-06-30
300502,新易盛,9.46,sz,2026-06-30
300059,东方财富,3.27,sz,2026-06-30
300274,阳光电源,2.94,sz,2026-06-30
300476,胜宏科技,2.64,sz,2026-06-30
300408,三环集团,2.61,sz,2026-06-30
300394,天孚通信,2.36,sz,2026-06-30
301308,江波龙,2.03,sz,2026-06-30
300604,长川科技,1.93,sz,2026-06-30
301666,大普微,0.05,sz,2026-06-30
001399,惠科股份,0.01,sz,2026-06-30
301696,三瑞智能,0.0,sz,2026-06-30
301599,理奇智能,0.0,sz,2026-06-30
001365,天海电子,0.0,sz,2026-06-30
300750,宁德时代,18.62,sz,2026-06-30
300308,中际旭创,8.77,sz,2026-06-30
300502,新易盛,7.12,sz,2026-06-30
300059,东方财富,4.39,sz,2026-06-30
300274,阳光电源,4.02,sz,2026-06-30
300476,胜宏科技,2.76,sz,2026-06-30
300394,天孚通信,2.4,sz,2026-06-30
300124,汇川技术,2.38,sz,2026-06-30
300760,迈瑞医疗,1.81,sz,2026-06-30
300498,温氏股份,1.67,sz,2026-06-30
301683,慧谷新材,0.01,sz,2026-06-30
301696,三瑞智能,0.01,sz,2026-06-30
001386,马可波罗,0.01,sz,2026-06-30
001220,世盟股份,0.0,sz,2026-06-30
