stock_code,stock_name,weight_pct,market,report_date
000938,紫光股份,9.15,sz,2026-06-30
601138,工业富联,5.73,sh,2026-06-30
000100,TCL科技,5.1,sz,2026-06-30
601318,中国平安,5.07,sh,2026-06-30
002938,鹏鼎控股,4.87,sz,2026-06-30
600741,华域汽车,3.94,sh,2026-06-30
601009,南京银行,3.66,sh,2026-06-30
600519,贵州茅台,2.79,sh,2026-06-30
601888,中国中免,2.73,sh,2026-06-30
000725,京东方A,1.73,sz,2026-06-30
002841,视源股份,1.07,sz,2026-06-30
002044,美年健康,0.92,sz,2026-06-30
000983,山西焦煤,0.88,sz,2026-06-30
002773,康弘药业,0.86,sz,2026-06-30
002728,特一药业,0.53,sz,2026-06-30
000938,紫光股份,6.23,sz,2026-06-30
601318,中国平安,6.05,sh,2026-06-30
600741,华域汽车,4.27,sh,2026-06-30
600519,贵州茅台,3.85,sh,2026-06-30
601888,中国中免,3.74,sh,2026-06-30
000895,双汇发展,3.54,sz,2026-06-30
601138,工业富联,3.32,sh,2026-06-30
601009,南京银行,3.23,sh,2026-06-30
000100,TCL科技,2.87,sz,2026-06-30
601088,中国神华,2.13,sh,2026-06-30
002841,视源股份,1.08,sz,2026-06-30
002044,美年健康,1.0,sz,2026-06-30
002773,康弘药业,1.0,sz,2026-06-30
002728,特一药业,0.49,sz,2026-06-30
300353,东土科技,0.39,sz,2026-06-30
