stock_code,stock_name,weight_pct,market,report_date
688012,中微公司,9.23,sh,2026-06-30
603986,兆易创新,9.19,sh,2026-06-30
688008,澜起科技,9.18,sh,2026-06-30
002371,北方华创,9.15,sz,2026-06-30
688981,中芯国际,8.73,sh,2026-06-30
688041,海光信息,8.7,sh,2026-06-30
300308,中际旭创,8.36,sz,2026-06-30
300661,圣邦股份,8.29,sz,2026-06-30
002415,海康威视,5.87,sz,2026-06-30
002475,立讯精密,5.56,sz,2026-06-30
002371,北方华创,10.13,sz,2026-06-30
600519,贵州茅台,8.96,sh,2026-06-30
688012,中微公司,8.17,sh,2026-06-30
688041,海光信息,8.08,sh,2026-06-30
688981,中芯国际,8.07,sh,2026-06-30
603986,兆易创新,7.85,sh,2026-06-30
300308,中际旭创,7.82,sz,2026-06-30
002415,海康威视,7.62,sz,2026-06-30
688008,澜起科技,7.48,sh,2026-06-30
300661,圣邦股份,5.71,sz,2026-06-30
