date,open,high,low,close,volume
2025-07-01,252.500,252.740,249.880,251.500,9532258
2025-07-02,251.500,252.010,249.190,250.450,11571374
2025-07-03,251.470,263.210,250.590,262.590,33803747
2025-07-04,265.010,269.980,260.980,265.800,27206013
2025-07-07,265.800,268.880,258.880,260.890,17466498
2025-07-08,260.700,265.900,259.820,263.310,15592292
2025-07-09,262.200,274.460,262.100,270.800,29388371
2025-07-10,274.990,274.990,268.500,272.000,24239349
2025-07-11,271.500,274.000,270.100,271.500,21328153
2025-07-14,271.000,271.320,266.100,268.500,14978884
2025-07-15,268.500,272.500,266.000,267.750,16952649
2025-07-16,268.500,268.700,263.040,264.400,15626479
2025-07-17,265.370,267.750,264.360,265.500,14511017
2025-07-18,268.700,272.450,265.800,271.200,22186558
2025-07-21,277.000,282.000,273.550,279.660,32486275
2025-07-22,280.000,290.000,279.180,286.660,33309029
2025-07-23,288.160,290.750,286.590,287.020,20018974
2025-07-24,289.000,289.200,282.910,285.200,22389114
2025-07-25,285.200,285.200,281.750,282.800,13432601
2025-07-28,283.020,289.090,281.300,286.300,23897336
2025-07-29,286.700,292.000,286.680,291.820,23394555
2025-07-30,292.200,292.200,276.360,277.090,41594301
2025-07-31,280.800,281.980,264.620,264.620,44710355
2025-08-01,264.800,266.600,262.750,263.070,25250002
2025-08-04,263.000,268.000,261.700,266.480,23768168
2025-08-05,267.500,269.000,263.500,265.700,21976040
2025-08-06,265.220,266.900,263.230,265.000,15323311
2025-08-07,265.000,266.490,262.200,263.050,16548104
2025-08-08,264.000,266.160,262.010,263.480,17428216
2025-08-11,263.480,266.150,262.500,263.660,21330876
2025-08-12,263.500,265.180,257.720,263.250,22240739
2025-08-13,264.770,275.000,264.510,273.600,39466769
2025-08-14,276.890,282.000,274.480,279.890,37170757
2025-08-15,278.380,282.300,276.100,280.670,24109169
2025-08-18,280.670,285.480,278.020,283.000,28528793
2025-08-19,283.000,284.000,276.220,277.800,24428585
2025-08-20,277.500,279.990,272.050,279.200,23353492
2025-08-21,279.270,281.800,278.000,279.000,18269814
2025-08-22,278.930,289.350,278.600,287.180,26421851
2025-08-25,290.000,293.880,286.780,290.280,31229720
2025-08-26,287.020,290.990,285.580,289.500,23024462
2025-08-27,289.000,289.540,278.190,278.300,38258429
2025-08-28,276.060,278.990,272.720,277.410,30466401
2025-08-29,278.310,316.660,277.950,306.180,78013892
2025-09-01,306.500,306.900,299.300,304.000,42996421
2025-09-02,304.030,311.100,299.030,302.870,37116889
2025-09-03,303.500,311.650,303.030,309.000,50897473
2025-09-04,313.470,323.330,300.630,304.030,65754754
2025-09-05,299.900,325.110,299.820,325.110,70819779
2025-09-08,334.000,337.650,323.500,325.370,58834578
2025-09-09,322.800,334.580,317.160,320.000,43402397
2025-09-10,317.990,322.000,313.000,316.040,36752683
2025-09-11,315.550,322.980,309.040,322.550,38034460
2025-09-12,325.900,329.900,322.200,325.000,33871316
2025-09-15,346.010,371.520,344.020,354.700,71841023
2025-09-16,356.110,359.000,348.500,353.420,37744465
2025-09-17,356.800,381.880,354.000,377.100,54377100
2025-09-18,374.590,380.000,360.800,366.890,51889690
2025-09-19,365.000,375.710,361.720,368.490,33914886
2025-09-22,370.500,372.720,362.780,370.050,28527763
2025-09-23,368.000,376.960,360.000,368.150,34849315
2025-09-24,371.000,380.000,366.060,379.930,38314548
2025-09-25,376.600,402.590,376.470,392.850,46639338
2025-09-26,392.020,399.990,380.000,380.400,36263326
2025-09-29,386.340,399.890,386.010,397.370,38964745
2025-09-30,396.000,408.880,396.000,402.000,33031310
2025-10-09,399.980,424.360,399.740,409.890,41208823
2025-10-10,401.000,403.800,379.010,381.950,53311798
2025-10-13,362.860,384.600,362.860,374.500,47150998
2025-10-14,381.000,385.800,355.770,358.000,49639939
2025-10-15,358.500,369.710,354.760,369.300,36993355
2025-10-16,367.500,373.900,364.500,368.500,27629467
2025-10-17,367.500,375.000,356.990,358.140,31905761
2025-10-20,365.000,368.890,359.530,366.500,28432420
2025-10-21,373.000,381.350,363.100,375.900,44632870
2025-10-22,375.900,378.880,368.200,372.860,21945879
2025-10-23,373.800,378.800,369.000,376.450,23998098
2025-10-24,379.970,387.800,378.000,385.770,32041578
2025-10-27,393.000,393.000,376.570,386.180,40451018
2025-10-28,386.160,393.800,383.020,386.480,28708295
2025-10-29,386.000,400.040,384.700,400.000,34474046
2025-10-30,405.980,409.080,396.830,398.290,34306088
2025-10-31,398.000,406.800,388.200,388.770,34048350
2025-11-03,387.000,391.910,375.770,386.860,26368177
2025-11-04,383.060,386.500,374.000,378.950,23939074
2025-11-05,372.850,393.000,372.000,388.700,31142532
2025-11-06,390.000,399.490,388.700,394.680,23447477
2025-11-07,393.500,397.510,388.880,395.370,16554892
2025-11-10,398.400,400.310,383.320,384.510,23895991
2025-11-11,386.000,394.770,384.500,385.600,19303175
2025-11-12,390.780,392.990,383.980,386.380,21299825
2025-11-13,385.050,421.300,385.050,415.600,56265449
2025-11-14,407.000,414.600,403.880,404.120,24172120
2025-11-17,388.000,392.400,382.500,390.780,47685503
2025-11-18,389.000,398.630,381.000,385.000,39565814
2025-11-19,385.500,398.440,384.960,391.100,29266686
2025-11-20,394.900,395.000,377.010,379.390,33674285
2025-11-21,375.000,383.000,370.000,370.000,31631335
2025-11-24,373.800,374.900,367.180,370.550,22845819
2025-11-25,375.000,379.660,370.590,372.360,20633246
2025-11-26,375.500,375.500,370.070,372.820,18910660
2025-11-27,373.000,378.880,370.000,371.200,22200259
2025-11-28,370.500,375.480,366.160,373.200,20340263
2025-12-01,374.760,382.970,374.030,382.970,26751013
2025-12-02,383.500,384.980,377.400,380.080,16348461
2025-12-03,380.090,383.370,375.000,376.080,13991135
2025-12-04,379.190,383.600,375.150,383.350,19165809
2025-12-05,387.200,389.310,382.000,389.090,23291559
2025-12-08,390.430,395.380,385.500,392.500,21659758
2025-12-09,391.500,392.260,386.000,387.590,18691773
2025-12-10,385.050,388.000,377.260,382.380,19433405
2025-12-11,384.900,398.860,383.380,388.990,28215378
2025-12-12,392.000,393.390,385.500,391.800,24002022
2025-12-15,391.500,394.970,385.210,385.500,18274993
2025-12-16,386.000,389.080,378.030,378.410,19121676
2025-12-17,376.450,384.500,375.060,383.420,22257408
2025-12-18,379.570,380.950,370.010,372.000,29639283
2025-12-19,374.080,377.680,370.800,374.000,17559945
2025-12-22,376.000,377.990,368.100,371.840,25493538
2025-12-23,372.000,380.500,371.600,378.100,23604086
2025-12-24,378.080,378.080,372.000,375.600,21088387
2025-12-25,374.210,374.210,369.120,373.010,20343144
2025-12-26,372.960,378.000,370.100,374.430,25723689
2025-12-29,374.000,374.430,368.000,369.310,24124072
2025-12-30,367.100,371.000,366.560,369.200,19030821
2025-12-31,369.790,372.000,367.150,367.260,16026597
2026-01-05,370.000,378.000,368.190,377.500,33688135
2026-01-06,380.000,380.500,369.040,373.990,34147710
2026-01-07,372.950,375.480,368.490,371.010,26228535
2026-01-08,368.000,373.330,367.000,369.210,26959035
2026-01-09,369.170,377.630,367.010,369.230,31477187
2026-01-12,368.000,368.000,351.660,361.680,48830739
2026-01-13,366.250,367.770,357.000,359.000,29670920
2026-01-14,360.030,361.220,351.710,353.980,38083365
2026-01-15,352.750,358.280,351.800,353.750,32370912
2026-01-16,357.990,361.720,351.510,352.320,31981842
2026-01-19,351.470,355.340,345.330,348.900,33864284
2026-01-20,350.000,356.910,347.900,349.600,35440589
2026-01-21,351.940,357.690,349.000,349.810,39393573
2026-01-22,351.030,353.730,339.500,345.800,45994818
2026-01-23,348.010,350.000,343.250,347.000,33976127
2026-01-26,352.020,352.550,341.210,342.050,33291386
2026-01-27,344.890,344.900,334.020,339.400,32294885
2026-01-28,337.880,344.000,333.010,339.990,46308171
2026-01-29,340.500,345.160,338.160,341.890,33844419
2026-01-30,348.400,353.760,344.100,350.000,48650115
2026-02-02,357.000,357.990,344.130,348.980,39191747
2026-02-03,349.000,352.800,343.500,347.910,26516325
2026-02-04,350.960,366.650,347.510,365.030,48531685
2026-02-05,365.770,366.750,356.020,362.940,28427157
2026-02-06,359.320,372.880,358.010,369.110,39372618
2026-02-09,370.500,372.500,362.600,368.820,27448630
2026-02-10,365.170,370.800,364.000,364.970,18563499
2026-02-11,366.900,370.990,364.500,368.000,19653459
2026-02-12,370.000,377.880,368.030,375.870,27754580
2026-02-13,375.610,377.000,365.010,365.340,22314532
2026-02-24,372.640,373.500,361.950,361.950,22695131
2026-02-25,363.690,366.600,360.100,362.180,18716639
2026-02-26,356.050,358.200,343.500,346.000,43541381
2026-02-27,347.120,348.940,342.010,342.010,25446620
2026-03-02,341.000,344.900,336.680,340.220,28351326
2026-03-03,346.330,354.350,344.030,344.070,40007479
2026-03-04,341.100,342.020,334.200,338.900,25080441
2026-03-05,344.580,353.850,342.660,350.250,31006068
2026-03-06,349.000,357.020,344.660,354.770,20963113
2026-03-09,348.840,359.850,345.060,357.500,31797613
2026-03-10,375.000,379.770,366.500,376.300,50741728
2026-03-11,379.580,403.550,378.980,396.800,57598685
2026-03-12,400.000,400.900,392.700,395.500,29150375
2026-03-13,393.880,403.990,393.800,397.000,35582639
2026-03-16,401.770,413.170,398.000,408.400,37352104
2026-03-17,415.780,420.000,404.560,405.000,35980678
2026-03-18,405.360,406.000,396.770,402.020,26529996
2026-03-19,401.940,414.000,400.000,400.500,29286635
2026-03-20,405.080,422.080,400.130,413.000,53729677
2026-03-23,417.330,417.360,398.750,401.990,44614145
2026-03-24,405.000,411.900,388.000,396.990,36410525
2026-03-25,393.000,400.500,387.800,397.810,26752828
2026-03-26,393.840,413.720,392.000,402.500,26763697
2026-03-27,406.120,418.330,401.730,416.180,30258043
2026-03-30,413.000,418.850,405.600,413.000,25348419
2026-03-31,413.000,416.950,401.580,401.700,24925645
2026-04-01,409.730,409.870,396.000,405.710,23170073
2026-04-02,407.900,411.990,397.200,401.170,22305638
2026-04-03,400.000,400.800,385.130,386.460,24751501
2026-04-07,389.980,393.200,381.490,384.590,17257622
2026-04-08,396.500,397.650,388.220,391.300,36418443
2026-04-09,394.100,394.280,386.660,389.990,25955199
2026-04-10,394.000,419.000,392.680,416.000,50788702
2026-04-13,418.000,433.330,416.000,427.130,41239924
2026-04-14,421.500,432.490,414.400,430.790,44220826
2026-04-15,438.880,439.460,427.070,431.000,37353628
2026-04-16,441.000,460.000,433.020,453.980,63506218
2026-04-17,455.960,457.640,441.010,444.200,36535848
2026-04-20,433.000,437.900,426.010,432.500,52927821
2026-04-21,435.000,450.130,425.100,447.600,57774562
2026-04-22,441.010,447.970,433.130,436.350,46025432
2026-04-23,443.500,443.600,435.000,438.900,35430966
2026-04-24,442.000,448.450,438.000,444.900,39542497
2026-04-27,444.630,448.760,433.800,434.880,33061283
2026-04-28,426.190,433.300,423.000,427.670,35012113
2026-04-29,432.000,445.150,428.000,445.000,37633560
2026-04-30,446.500,449.500,436.000,436.000,29812094
2026-05-06,457.500,465.880,448.630,460.000,47372718
2026-05-07,468.750,468.750,447.000,451.640,38621274
2026-05-08,449.000,455.500,436.200,437.000,36604851
2026-05-11,440.000,450.510,435.100,446.110,34190101
2026-05-12,446.590,446.850,429.290,431.250,34151497
2026-05-13,431.010,436.580,427.080,434.050,31685823
2026-05-14,449.380,450.450,427.000,427.000,34704614
2026-05-15,428.080,431.500,421.000,423.600,29704893
2026-05-18,420.580,422.900,414.000,417.230,28498347
2026-05-19,415.860,419.900,406.800,417.920,26087668
2026-05-20,417.000,422.990,412.660,414.750,28119031
2026-05-21,419.870,427.620,411.420,411.630,33867172
2026-05-22,414.700,416.500,410.000,411.160,27788381
2026-05-25,411.280,414.500,400.000,402.880,38197710
2026-05-26,406.190,408.770,400.360,402.500,35062703
2026-05-27,413.920,428.900,411.290,414.800,53372888
2026-05-28,420.000,420.580,406.200,415.680,32777149
2026-05-29,423.000,430.860,416.550,424.000,49811891
2026-06-01,432.100,438.240,418.180,420.100,38600452
2026-06-02,425.000,437.750,423.000,433.890,38798160
2026-06-03,437.000,437.000,420.100,426.420,38552608
2026-06-04,426.420,426.900,407.180,408.200,43115462
2026-06-05,407.890,412.650,402.700,403.000,28738930
2026-06-08,395.800,402.680,390.700,393.020,28652636
2026-06-09,399.990,401.870,388.000,399.500,27735147
2026-06-10,395.280,399.000,385.120,388.500,24435715
2026-06-11,386.980,391.340,380.030,382.200,26865447
2026-06-12,389.990,399.540,383.300,394.850,41420838
2026-06-15,402.000,407.900,393.410,398.100,34074882
2026-06-16,408.880,409.020,398.500,403.530,34839262
2026-06-17,400.000,403.300,395.580,399.000,25009264
2026-06-18,400.390,409.890,389.920,391.550,38548105
2026-06-22,393.000,413.330,386.000,408.980,59464844
2026-06-23,411.000,414.040,390.730,392.510,37374094
2026-06-24,392.000,399.270,386.660,395.360,34427057
2026-06-25,399.880,402.550,392.580,401.900,32404638
2026-06-26,401.000,409.810,381.000,381.000,46525303
2026-06-29,386.960,396.000,378.200,392.360,42525908
2026-06-30,392.490,402.360,390.000,393.010,27038346
2026-07-01,390.000,391.000,370.000,383.840,44088579
2026-07-02,387.680,390.990,380.390,382.350,34075435
2026-07-03,381.960,387.950,379.000,380.000,25884940
2026-07-06,379.230,381.890,374.050,374.510,21648005
2026-07-07,376.000,378.880,370.760,372.490,20848582
2026-07-08,374.000,376.680,361.000,361.000,27051874
2026-07-09,361.000,376.660,360.070,375.500,37794162
2026-07-10,375.000,375.200,346.160,348.760,55601355
2026-07-13,349.000,362.000,348.000,359.060,46290681
2026-07-14,352.600,364.630,352.490,364.010,43631637
