stock_code,stock_name,weight_pct,market,report_date
600096,云天化,0.0,sh,2025-12-31
601717,中创智领,0.0,sh,2025-12-31
600066,宇通客车,0.0,sh,2025-12-31
688516,奥特维,0.0,sh,2025-12-31
605090,九丰能源,0.0,sh,2025-12-31
605117,德业股份,0.0,sh,2025-12-31
603279,景津装备,0.0,sh,2025-12-31
605098,行动教育,0.0,sh,2025-12-31
603408,建霖家居,0.0,sh,2025-12-31
603889,新澳股份,0.0,sh,2025-12-31
600566,济川药业,0.0,sh,2025-12-31
603730,岱美股份,0.0,sh,2025-12-31
600894,广日股份,0.0,sh,2025-12-31
601857,中国石油,0.0,sh,2025-12-31
601598,中国外运,0.0,sh,2025-12-31
600750,华润江中,0.0,sh,2025-12-31
603967,中创物流,0.0,sh,2025-12-31
603558,健盛集团,0.0,sh,2025-12-31
600188,兖矿能源,0.0,sh,2025-12-31
600219,南山铝业,0.0,sh,2025-12-31
603801,志邦家居,0.0,sh,2025-12-31
603365,水星家纺,0.0,sh,2025-12-31
603187,海容冷链,0.0,sh,2025-12-31
600970,中材国际,0.0,sh,2025-12-31
603816,顾家家居,0.0,sh,2025-12-31
601288,农业银行,0.0,sh,2025-12-31
600873,梅花生物,0.0,sh,2025-12-31
600938,中国海油,0.0,sh,2025-12-31
600008,首创环保,0.0,sh,2025-12-31
600007,中国国贸,0.0,sh,2025-12-31
600026,中远海能,0.0,sh,2025-12-31
601686,友发集团,0.0,sh,2025-12-31
600502,安徽建工,0.0,sh,2025-12-31
603508,思维列控,0.0,sh,2025-12-31
600866,星湖科技,0.0,sh,2025-12-31
603515,欧普照明,0.0,sh,2025-12-31
601658,邮储银行,0.0,sh,2025-12-31
600642,申能股份,0.0,sh,2025-12-31
600582,天地科技,0.0,sh,2025-12-31
603299,苏盐井神,0.0,sh,2025-12-31
603833,欧派家居,0.0,sh,2025-12-31
600729,重庆百货,0.0,sh,2025-12-31
600820,隧道股份,0.0,sh,2025-12-31
600351,亚宝药业,0.0,sh,2025-12-31
601988,中国银行,0.0,sh,2025-12-31
601187,厦门银行,0.0,sh,2025-12-31
601328,交通银行,0.0,sh,2025-12-31
601229,上海银行,0.0,sh,2025-12-31
600023,浙能电力,0.0,sh,2025-12-31
605599,菜百股份,0.0,sh,2025-12-31
600901,江苏金租,0.0,sh,2025-12-31
600916,中国黄金,0.0,sh,2025-12-31
600551,时代出版,0.0,sh,2025-12-31
601577,长沙银行,0.0,sh,2025-12-31
600015,华夏银行,0.0,sh,2025-12-31
601825,沪农商行,0.0,sh,2025-12-31
601939,建设银行,0.0,sh,2025-12-31
601998,中信银行,0.0,sh,2025-12-31
601009,南京银行,0.0,sh,2025-12-31
601077,渝农商行,0.0,sh,2025-12-31
601169,北京银行,0.0,sh,2025-12-31
600211,西藏药业,0.0,sh,2025-12-31
600036,招商银行,0.0,sh,2025-12-31
601088,中国神华,0.0,sh,2025-12-31
601928,凤凰传媒,0.0,sh,2025-12-31
603855,华荣股份,0.0,sh,2025-12-31
601098,中南传媒,0.0,sh,2025-12-31
601838,成都银行,0.0,sh,2025-12-31
688605,先锋精科,0.0,sh,2025-12-31
688708,佳驰科技,0.0,sh,2025-12-31
688726,拉普拉斯,0.0,sh,2025-12-31
688750,金天钛业,0.0,sh,2025-12-31
301522,上大股份,0.0,sz,2025-12-31
301556,托普云农,0.0,sz,2025-12-31
301613,新铝时代,0.0,sz,2025-12-31
301631,壹连科技,0.0,sz,2025-12-31
603395,红四方,0.0,sh,2025-12-31
603205,健尔康,0.0,sh,2025-12-31
