stock_code,stock_name,weight_pct,market,report_date
600030,中信证券,13.81,sh,2026-06-30
300059,东方财富,12.7,sz,2026-06-30
601211,国泰海通,10.12,sh,2026-06-30
601688,华泰证券,5.94,sh,2026-06-30
600999,招商证券,3.86,sh,2026-06-30
000776,广发证券,3.4,sz,2026-06-30
600958,东方证券,2.43,sh,2026-06-30
601995,中金公司,2.08,sh,2026-06-30
601377,兴业证券,2.05,sh,2026-06-30
000166,申万宏源,1.95,sz,2026-06-30
300059,东方财富,12.88,sz,2026-06-30
600030,中信证券,12.64,sh,2026-06-30
601211,国泰海通,10.1,sh,2026-06-30
601688,华泰证券,5.61,sh,2026-06-30
600999,招商证券,3.09,sh,2026-06-30
000776,广发证券,2.86,sz,2026-06-30
600958,东方证券,2.55,sh,2026-06-30
000166,申万宏源,2.27,sz,2026-06-30
601377,兴业证券,2.18,sh,2026-06-30
601995,中金公司,2.04,sh,2026-06-30
