stock_code,stock_name,weight_pct,market,report_date
300620,光库科技,6.85,sz,2026-06-30
601995,中金公司,4.99,sh,2026-06-30
603306,华懋科技,4.39,sh,2026-06-30
002456,欧菲光,4.09,sz,2026-06-30
600673,东阳光,4.02,sh,2026-06-30
002128,电投能源,3.51,sz,2026-06-30
002155,湖南黄金,3.36,sz,2026-06-30
001267,汇绿生态,2.7,sz,2026-06-30
600039,四川路桥,2.62,sh,2026-06-30
601800,中国交建,2.61,sh,2026-06-30
300442,润泽科技,4.77,sz,2026-06-30
601995,中金公司,4.75,sh,2026-06-30
002155,湖南黄金,4.33,sz,2026-06-30
002128,电投能源,4.31,sz,2026-06-30
600673,东阳光,4.11,sh,2026-06-30
002456,欧菲光,3.71,sz,2026-06-30
601800,中国交建,3.47,sh,2026-06-30
300620,光库科技,3.41,sz,2026-06-30
600039,四川路桥,3.36,sh,2026-06-30
600803,新奥股份,2.64,sh,2026-06-30
