stock_code,stock_name,weight_pct,market,report_date
002371,北方华创,5.1,sz,2026-06-30
300308,中际旭创,4.68,sz,2026-06-30
000636,风华高科,4.36,sz,2026-06-30
002916,深南电路,4.08,sz,2026-06-30
603986,兆易创新,3.99,sh,2026-06-30
688041,海光信息,3.89,sh,2026-06-30
000338,潍柴动力,3.83,sz,2026-06-30
688702,盛科通信,3.68,sh,2026-06-30
300438,鹏辉能源,3.61,sz,2026-06-30
300757,罗博特科,3.29,sz,2026-06-30
000338,潍柴动力,6.26,sz,2026-06-30
600519,贵州茅台,5.17,sh,2026-06-30
601899,紫金矿业,4.74,sh,2026-06-30
300308,中际旭创,3.55,sz,2026-06-30
600391,航发科技,3.42,sh,2026-06-30
300054,鼎龙股份,3.1,sz,2026-06-30
002916,深南电路,3.02,sz,2026-06-30
002891,中宠股份,2.73,sz,2026-06-30
605117,德业股份,2.71,sh,2026-06-30
600487,亨通光电,2.54,sh,2026-06-30
