stock_code,stock_name,weight_pct,market,report_date
601398,工商银行,4.86,sh,2026-06-30
600919,江苏银行,4.42,sh,2026-06-30
600926,杭州银行,4.4,sh,2026-06-30
600036,招商银行,3.96,sh,2026-06-30
000425,徐工机械,3.84,sz,2026-06-30
603259,药明康德,3.76,sh,2026-06-30
600887,伊利股份,3.48,sh,2026-06-30
600031,三一重工,3.3,sh,2026-06-30
000333,美的集团,3.28,sz,2026-06-30
300750,宁德时代,2.7,sz,2026-06-30
600919,江苏银行,4.89,sh,2026-06-30
600036,招商银行,4.8,sh,2026-06-30
603259,药明康德,3.93,sh,2026-06-30
601899,紫金矿业,3.43,sh,2026-06-30
600887,伊利股份,3.02,sh,2026-06-30
600941,中国移动,3.01,sh,2026-06-30
600519,贵州茅台,2.88,sh,2026-06-30
601398,工商银行,2.72,sh,2026-06-30
600426,华鲁恒升,2.71,sh,2026-06-30
000333,美的集团,2.54,sz,2026-06-30
