stock_code,stock_name,weight_pct,market,report_date
300308,中际旭创,5.29,sz,2026-06-30
300502,新易盛,3.59,sz,2026-06-30
002371,北方华创,2.08,sz,2026-06-30
688008,澜起科技,2.03,sh,2026-06-30
688012,中微公司,1.99,sh,2026-06-30
688981,中芯国际,1.9,sh,2026-06-30
603259,药明康德,1.82,sh,2026-06-30
600030,中信证券,1.75,sh,2026-06-30
002384,东山精密,1.58,sz,2026-06-30
002463,沪电股份,1.55,sz,2026-06-30
002636,金安国纪,1.03,sz,2026-06-30
600641,先导基电,0.9,sh,2026-06-30
300857,协创数据,0.89,sz,2026-06-30
688710,益诺思,0.87,sh,2026-06-30
001359,平安电工,0.84,sz,2026-06-30
300750,宁德时代,4.74,sz,2026-06-30
600036,招商银行,2.67,sh,2026-06-30
300502,新易盛,2.49,sz,2026-06-30
000333,美的集团,2.31,sz,2026-06-30
600900,长江电力,2.1,sh,2026-06-30
601166,兴业银行,2.07,sh,2026-06-30
601398,工商银行,1.81,sh,2026-06-30
002475,立讯精密,1.68,sz,2026-06-30
000651,格力电器,1.52,sz,2026-06-30
601211,国泰海通,1.49,sh,2026-06-30
301295,美硕科技,0.88,sz,2026-06-30
301448,开创电气,0.88,sz,2026-06-30
300656,民德电子,0.87,sz,2026-06-30
688391,钜泉科技,0.85,sh,2026-06-30
300432,富临精工,0.83,sz,2026-06-30
