stock_code,stock_name,weight_pct,market,report_date
300012,华测检测,9.86,sz,2026-06-30
002541,鸿路钢构,9.56,sz,2026-06-30
002271,东方雨虹,9.45,sz,2026-06-30
002415,海康威视,9.03,sz,2026-06-30
002244,滨江集团,8.11,sz,2026-06-30
603737,三棵树,7.49,sh,2026-06-30
601155,新城控股,6.85,sh,2026-06-30
600422,昆药集团,6.84,sh,2026-06-30
600315,上海家化,5.52,sh,2026-06-30
000739,普洛药业,4.72,sz,2026-06-30
002541,鸿路钢构,9.33,sz,2026-06-30
603737,三棵树,9.23,sh,2026-06-30
002271,东方雨虹,8.94,sz,2026-06-30
000100,TCL科技,7.77,sz,2026-06-30
300012,华测检测,7.68,sz,2026-06-30
600315,上海家化,5.56,sh,2026-06-30
300737,科顺股份,5.5,sz,2026-06-30
000425,徐工机械,4.73,sz,2026-06-30
600422,昆药集团,4.28,sh,2026-06-30
000739,普洛药业,3.5,sz,2026-06-30
