stock_code,stock_name,weight_pct,market,report_date
601318,中国平安,8.93,sh,2026-06-30
600036,招商银行,7.71,sh,2026-06-30
600030,中信证券,4.92,sh,2026-06-30
601166,兴业银行,4.92,sh,2026-06-30
300059,东方财富,4.53,sz,2026-06-30
601398,工商银行,4.01,sh,2026-06-30
601211,国泰海通,3.61,sh,2026-06-30
601288,农业银行,3.06,sh,2026-06-30
601328,交通银行,3.01,sh,2026-06-30
600919,江苏银行,2.78,sh,2026-06-30
603459,红板科技,0.01,sh,2026-06-30
603407,长裕集团,0.01,sh,2026-06-30
601112,振石股份,0.0,sh,2026-06-30
603435,嘉德利,0.0,sh,2026-06-30
603352,至信股份,0.0,sh,2026-06-30
601318,中国平安,10.1,sh,2026-06-30
600036,招商银行,8.12,sh,2026-06-30
601166,兴业银行,5.32,sh,2026-06-30
601398,工商银行,4.12,sh,2026-06-30
300059,东方财富,3.98,sz,2026-06-30
600030,中信证券,3.91,sh,2026-06-30
601288,农业银行,3.21,sh,2026-06-30
601211,国泰海通,3.13,sh,2026-06-30
601328,交通银行,3.12,sh,2026-06-30
600919,江苏银行,2.67,sh,2026-06-30
603459,红板科技,0.01,sh,2026-06-30
603175,超颖电子,0.01,sh,2026-06-30
601026,道生天合,0.0,sh,2026-06-30
603248,锡华科技,0.0,sh,2026-06-30
603334,丰倍生物,0.0,sh,2026-06-30
