date,open,high,low,close,volume
2025-07-01,143.590,146.780,142.750,145.300,31959141
2025-07-02,142.500,142.600,138.130,138.930,36577096
2025-07-03,141.470,143.840,139.490,142.260,38397875
2025-07-04,143.110,145.180,138.550,139.450,41874479
2025-07-07,137.500,139.770,130.210,135.150,57520424
2025-07-08,134.760,145.260,133.820,144.880,53224112
2025-07-09,145.000,149.360,144.050,145.300,41509561
2025-07-10,146.520,148.680,142.000,146.590,43540397
2025-07-11,144.740,147.880,142.550,145.280,31098862
2025-07-14,144.330,150.500,144.330,149.820,38853191
2025-07-15,155.300,174.990,155.300,174.810,92406424
2025-07-16,179.800,181.970,169.670,170.760,90585177
2025-07-17,169.190,178.990,169.170,176.850,60463077
2025-07-18,181.180,192.010,179.000,180.620,61156221
2025-07-21,179.890,188.400,177.180,187.950,59683509
2025-07-22,187.100,197.100,181.400,184.440,59291285
2025-07-23,179.000,187.880,176.000,186.180,40578373
2025-07-24,190.500,192.960,181.670,185.200,44208006
2025-07-25,186.000,189.900,184.510,185.220,28787743
2025-07-28,186.000,193.230,184.200,191.870,43894765
2025-07-29,198.010,210.990,198.010,209.930,58440368
2025-07-30,207.060,211.800,203.590,210.600,39050574
2025-07-31,221.000,228.600,215.930,217.610,64406594
2025-08-01,212.520,220.880,207.630,210.630,47594674
2025-08-04,207.530,210.340,204.500,208.420,33083739
2025-08-05,216.500,218.370,203.500,210.920,41413757
2025-08-06,206.710,213.580,206.610,210.520,25530156
2025-08-07,210.520,216.000,197.200,208.460,45307651
2025-08-08,207.000,213.880,205.000,209.300,32731508
2025-08-11,210.000,220.500,209.990,214.750,35076252
2025-08-12,215.000,226.390,213.000,225.680,43082931
2025-08-13,226.750,252.960,224.000,252.000,55126547
2025-08-14,246.400,248.090,239.400,239.470,40760133
2025-08-15,241.470,245.450,235.110,238.050,35054080
2025-08-18,241.620,268.000,238.080,260.000,46984979
2025-08-19,260.000,277.580,258.900,275.500,40978934
2025-08-20,261.990,269.000,257.410,267.790,40819732
2025-08-21,272.800,274.600,256.100,265.220,39443593
2025-08-22,259.110,280.880,259.000,278.900,38258165
2025-08-25,288.000,320.000,288.000,320.000,49806131
2025-08-26,313.600,322.800,306.000,314.000,36191921
2025-08-27,320.000,345.900,311.310,325.100,61074635
2025-08-28,322.870,359.580,322.450,359.030,58391643
2025-08-29,352.000,367.700,344.970,354.920,49033310
2025-09-01,372.750,413.800,364.000,406.100,59865089
2025-09-02,402.020,419.600,373.870,384.000,78412730
2025-09-03,392.000,429.990,379.100,426.190,71235178
2025-09-04,436.000,448.000,363.880,369.140,93905671
2025-09-05,378.020,418.880,361.720,407.000,79255067
2025-09-08,394.000,394.000,344.000,369.990,74111648
2025-09-09,365.020,372.610,347.000,359.290,48063109
2025-09-10,378.000,395.480,370.580,385.000,62010239
2025-09-11,402.190,443.990,402.190,439.970,65680163
2025-09-12,417.000,431.990,410.000,422.090,47250565
2025-09-15,410.000,419.970,397.640,408.020,35752541
2025-09-16,410.030,421.970,396.220,411.420,44253263
2025-09-17,405.000,412.980,391.110,406.200,32431621
2025-09-18,394.210,429.990,389.210,409.400,56160786
2025-09-19,415.400,425.000,400.030,421.500,46653593
2025-09-22,417.290,421.800,394.680,418.000,41268476
2025-09-23,447.010,457.010,418.000,434.290,53444036
2025-09-24,416.010,435.000,410.000,423.500,39338586
2025-09-25,416.010,442.960,404.000,434.600,50559151
2025-09-26,429.050,442.300,413.700,413.700,35111815
2025-09-29,410.120,433.170,403.090,416.750,42905921
2025-09-30,418.510,435.000,398.060,403.680,39289331
2025-10-09,419.000,426.660,397.680,398.810,39090946
2025-10-10,399.010,407.800,381.010,390.000,38428592
2025-10-13,369.000,382.000,361.800,376.990,40931349
2025-10-14,385.000,385.940,344.000,346.100,51433907
2025-10-15,345.000,357.000,337.000,354.120,35317253
2025-10-16,351.140,379.300,350.030,366.970,34256818
2025-10-17,367.170,381.910,360.000,373.600,46763644
2025-10-20,408.190,421.210,395.580,403.000,60155062
2025-10-21,410.000,451.480,405.000,441.500,56517865
2025-10-22,436.090,457.500,436.090,444.300,39749910
2025-10-23,441.080,443.000,425.700,440.880,27601113
2025-10-24,450.000,495.650,437.100,494.000,49102526
2025-10-27,503.980,515.000,495.560,508.940,45072389
2025-10-28,503.300,536.000,501.000,513.000,41796087
2025-10-29,538.010,542.010,506.160,520.720,41727105
2025-10-30,516.510,538.000,509.000,514.740,45330984
2025-10-31,503.000,509.000,472.000,473.010,56301279
2025-11-03,470.670,483.400,457.510,480.000,39840875
2025-11-04,489.600,504.290,473.880,477.800,36085368
2025-11-05,462.020,480.000,458.790,477.010,26408751
2025-11-06,488.000,507.880,482.270,496.880,37325144
2025-11-07,491.000,499.790,479.000,490.050,24309960
2025-11-10,488.880,495.880,460.000,490.000,35211079
2025-11-11,493.680,499.660,464.000,468.050,32513112
2025-11-12,459.630,492.390,450.010,491.750,42302225
2025-11-13,489.280,489.280,470.010,481.000,31331746
2025-11-14,465.180,473.880,454.220,462.820,24727266
2025-11-17,475.200,488.640,468.400,483.200,28246626
2025-11-18,474.700,490.800,470.010,472.910,24067856
2025-11-19,472.430,499.700,472.000,488.600,33786539
2025-11-20,515.000,522.380,490.330,492.000,35352207
2025-11-21,472.990,483.000,460.000,464.010,41412280
2025-11-24,470.000,476.990,436.960,456.800,46425800
2025-11-25,477.010,494.800,470.010,479.660,43936481
2025-11-26,475.200,556.880,470.400,543.220,62895148
2025-11-27,537.000,558.770,523.360,524.000,43732767
2025-11-28,527.200,529.800,508.600,514.500,32465730
2025-12-01,524.000,546.500,515.000,538.000,37286705
2025-12-02,542.000,551.130,535.500,542.000,27161533
2025-12-03,540.540,558.580,522.110,523.730,36832752
2025-12-04,517.370,536.530,512.340,535.500,26319447
2025-12-05,539.530,545.000,525.000,537.050,28282591
2025-12-08,543.000,585.000,539.000,570.000,40822440
2025-12-09,570.090,613.000,568.540,606.000,37129333
2025-12-10,609.060,620.000,589.500,616.000,30209433
2025-12-11,610.000,627.110,585.910,586.810,36353125
2025-12-12,587.000,603.880,570.220,582.000,46878924
2025-12-15,570.000,588.000,568.000,570.860,30098736
2025-12-16,568.800,575.000,545.010,551.790,27970237
2025-12-17,557.000,592.070,556.660,589.980,32357008
2025-12-18,576.990,579.870,563.430,571.200,24162887
2025-12-19,583.340,587.000,570.280,571.700,22442914
2025-12-22,590.010,622.000,590.010,617.500,39441167
2025-12-23,625.000,628.990,614.000,621.000,23364201
2025-12-24,627.640,638.000,617.600,634.400,23509126
2025-12-25,645.000,658.800,618.410,639.800,25938711
2025-12-26,628.300,636.950,618.000,627.000,21376184
2025-12-29,627.640,633.690,612.730,618.000,24112583
2025-12-30,618.100,644.340,615.000,632.000,26114540
2025-12-31,629.000,633.000,608.000,610.000,22560412
2026-01-05,621.080,627.290,600.170,623.510,30204157
2026-01-06,606.000,615.800,590.200,605.250,33558327
2026-01-07,616.800,628.000,602.000,619.600,28001455
2026-01-08,611.100,616.000,592.000,595.450,29196168
2026-01-09,575.940,595.000,561.610,583.200,38572337
2026-01-12,570.000,600.000,558.850,591.970,38360752
2026-01-13,580.800,616.600,580.010,585.760,32055944
2026-01-14,595.350,600.880,567.010,593.000,41732994
2026-01-15,583.200,636.990,581.020,625.020,45903824
2026-01-16,635.970,645.000,615.020,617.000,37272376
2026-01-19,605.000,619.000,602.570,605.500,22307862
2026-01-20,605.520,608.000,580.000,585.000,26290035
2026-01-21,586.240,599.660,581.000,581.900,25095900
2026-01-22,590.080,624.500,585.000,621.000,40194425
2026-01-23,614.000,615.000,580.160,585.000,39656041
2026-01-26,580.000,598.000,572.010,589.800,26088115
2026-01-27,589.960,630.000,586.700,615.600,38728671
2026-01-28,632.000,644.980,623.000,628.000,32926375
2026-01-29,637.000,637.950,610.110,613.850,24894040
2026-01-30,616.200,653.580,605.930,649.000,35759200
2026-02-02,635.010,658.580,591.000,591.000,55998048
2026-02-03,607.000,618.800,576.000,589.700,42918019
2026-02-04,570.000,574.550,525.130,560.000,52721001
2026-02-05,561.010,577.750,556.010,561.990,31867515
2026-02-06,548.110,561.880,530.300,540.010,32867590
2026-02-09,561.000,573.990,550.120,565.990,36663337
2026-02-10,561.550,573.680,555.500,555.710,21715825
2026-02-11,551.010,554.000,522.530,531.910,39713551
2026-02-12,535.000,546.380,523.380,527.460,30178611
2026-02-13,524.000,543.800,515.000,531.000,26043610
2026-02-24,542.000,572.020,522.000,554.000,35655753
2026-02-25,550.000,569.860,548.000,566.070,21479209
2026-02-26,566.070,574.000,559.000,572.220,25279991
2026-02-27,555.000,559.980,531.110,534.000,34712470
2026-03-02,520.000,580.000,520.000,570.580,49310342
2026-03-03,570.800,599.040,563.280,563.800,39310100
2026-03-04,554.020,563.500,536.500,539.000,30742945
2026-03-05,556.000,585.000,552.600,557.000,37900360
2026-03-06,553.000,559.980,537.060,545.480,21966767
2026-03-09,520.100,528.300,506.000,525.990,31474315
2026-03-10,540.000,548.980,530.020,547.000,28309414
2026-03-11,557.000,568.900,553.000,554.680,23897170
2026-03-12,557.250,563.580,528.500,534.800,23911726
2026-03-13,526.500,548.880,525.010,542.020,21198169
2026-03-16,549.050,565.000,540.320,561.700,27431981
2026-03-17,570.000,577.880,539.000,543.000,30040984
2026-03-18,553.860,582.050,550.000,580.000,37780487
2026-03-19,580.000,592.800,569.900,575.200,33140756
2026-03-20,605.000,632.720,604.100,612.000,53853942
2026-03-23,590.310,618.100,585.000,599.620,37851991
2026-03-24,599.000,605.000,577.000,603.190,28263565
2026-03-25,625.000,635.000,616.050,628.400,33563126
2026-03-26,626.890,645.000,612.830,614.200,26276923
2026-03-27,598.850,609.880,588.660,598.000,22432603
2026-03-30,585.000,595.580,579.000,589.080,20925480
2026-03-31,571.000,585.900,555.000,569.410,26120231
2026-04-01,591.000,602.000,581.200,601.870,25540472
2026-04-02,593.010,596.770,578.690,582.000,17731014
2026-04-03,600.000,625.000,594.350,606.520,29027106
2026-04-07,608.000,636.660,597.700,619.530,23903065
2026-04-08,653.530,688.260,643.000,688.140,39662974
2026-04-09,682.000,700.000,678.010,693.020,24961927
2026-04-10,700.000,743.040,694.010,734.650,33080075
2026-04-13,738.800,744.000,714.230,738.000,22887618
2026-04-14,750.000,786.220,748.780,773.000,29266836
2026-04-15,787.000,808.830,766.000,779.980,32345247
2026-04-16,772.370,810.110,762.350,809.610,28657012
2026-04-17,841.000,865.000,820.240,851.000,39857161
2026-04-20,849.000,878.980,840.580,850.000,27263113
2026-04-21,849.750,868.000,839.000,864.860,25113802
2026-04-22,859.300,893.200,854.000,886.620,29438293
2026-04-23,890.000,919.990,877.780,897.000,30986940
2026-04-24,900.250,915.000,854.530,886.990,38388441
2026-04-27,899.000,900.000,854.000,857.030,31814871
2026-04-28,854.000,854.000,821.000,825.000,29510905
2026-04-29,816.230,863.000,816.230,846.000,25173087
2026-04-30,863.660,874.650,845.000,857.500,21270964
2026-05-06,888.500,889.000,840.450,856.000,30938572
2026-05-07,858.000,889.150,835.000,877.470,27719010
2026-05-08,864.950,898.950,861.560,886.000,19764077
2026-05-11,889.060,946.790,870.000,940.130,32265543
2026-05-12,961.000,1022.900,960.000,1017.990,34542136
2026-05-13,999.680,1052.200,991.120,1049.200,26000533
2026-05-14,1065.000,1088.880,1025.100,1078.000,30057134
2026-05-15,1068.990,1099.870,1034.000,1049.870,27625280
2026-05-18,1030.030,1075.000,1030.030,1045.000,24313205
2026-05-19,1026.000,1037.380,988.880,1030.000,27274908
2026-05-20,1019.110,1071.000,1019.110,1037.000,22597322
2026-05-21,1060.000,1065.000,993.340,993.340,23772601
