stock_code,stock_name,weight_pct,market,report_date
600519,贵州茅台,9.55,sh,2026-06-30
600887,伊利股份,7.8,sh,2026-06-30
002100,天康生物,5.82,sz,2026-06-30
605016,百龙创园,5.79,sh,2026-06-30
603198,迎驾贡酒,5.13,sh,2026-06-30
300761,立华股份,4.19,sz,2026-06-30
000729,燕京啤酒,4.17,sz,2026-06-30
603369,今世缘,3.99,sh,2026-06-30
002515,金字火腿,3.98,sz,2026-06-30
600519,贵州茅台,9.18,sh,2026-06-30
600298,安琪酵母,8.1,sh,2026-06-30
600887,伊利股份,7.65,sh,2026-06-30
000858,五粮液,6.66,sz,2026-06-30
600809,山西汾酒,6.62,sh,2026-06-30
000568,泸州老窖,5.84,sz,2026-06-30
002100,天康生物,5.17,sz,2026-06-30
000729,燕京啤酒,5.06,sz,2026-06-30
605016,百龙创园,4.29,sh,2026-06-30
002772,众兴菌业,3.83,sz,2026-06-30
