stock_code,stock_name,weight_pct,market,report_date
300308,中际旭创,0.11,sz,2026-06-30
300750,宁德时代,0.08,sz,2026-06-30
300502,新易盛,0.07,sz,2026-06-30
600519,贵州茅台,0.06,sh,2026-06-30
603986,兆易创新,0.04,sh,2026-06-30
688256,寒武纪,0.04,sh,2026-06-30
601318,中国平安,0.04,sh,2026-06-30
600036,招商银行,0.04,sh,2026-06-30
601899,紫金矿业,0.03,sh,2026-06-30
002371,北方华创,0.03,sz,2026-06-30
300750,宁德时代,0.1,sz,2026-06-30
600519,贵州茅台,0.09,sh,2026-06-30
300308,中际旭创,0.06,sz,2026-06-30
601318,中国平安,0.06,sh,2026-06-30
601899,紫金矿业,0.05,sh,2026-06-30
600036,招商银行,0.05,sh,2026-06-30
300502,新易盛,0.04,sz,2026-06-30
000333,美的集团,0.04,sz,2026-06-30
600900,长江电力,0.03,sh,2026-06-30
601166,兴业银行,0.03,sh,2026-06-30
