stock_code,stock_name,weight_pct,market,report_date
688256,寒武纪,8.32,sh,2026-06-30
300223,北京君正,8.31,sz,2026-06-30
688608,恒玄科技,7.71,sh,2026-06-30
688041,海光信息,6.6,sh,2026-06-30
688396,华润微,5.09,sh,2026-06-30
300274,阳光电源,4.3,sz,2026-06-30
688347,华虹宏力,3.73,sh,2026-06-30
000973,佛塑科技,3.51,sz,2026-06-30
688120,华海清科,3.21,sh,2026-06-30
688608,恒玄科技,8.23,sh,2026-06-30
688256,寒武纪,8.02,sh,2026-06-30
688041,海光信息,6.85,sh,2026-06-30
000973,佛塑科技,5.82,sz,2026-06-30
688147,微导纳米,3.53,sh,2026-06-30
002709,天赐材料,3.04,sz,2026-06-30
688008,澜起科技,3.03,sh,2026-06-30
002812,恩捷股份,2.91,sz,2026-06-30
