stock_code,stock_name,weight_pct,market,report_date
601020,华钰矿业,8.89,sh,2026-06-30
300191,潜能恒信,8.76,sz,2026-06-30
600988,赤峰黄金,8.19,sh,2026-06-30
002155,湖南黄金,8.13,sz,2026-06-30
000426,兴业银锡,7.57,sz,2026-06-30
000975,山金国际,7.54,sz,2026-06-30
600316,洪都航空,7.14,sh,2026-06-30
601069,西部黄金,4.91,sh,2026-06-30
600111,北方稀土,4.56,sh,2026-06-30
000506,招金黄金,4.23,sz,2026-06-30
300191,潜能恒信,9.28,sz,2026-06-30
600988,赤峰黄金,9.05,sh,2026-06-30
000975,山金国际,8.45,sz,2026-06-30
002155,湖南黄金,8.36,sz,2026-06-30
601020,华钰矿业,7.82,sh,2026-06-30
600547,山东黄金,6.42,sh,2026-06-30
600316,洪都航空,6.09,sh,2026-06-30
601069,西部黄金,5.31,sh,2026-06-30
600489,中金黄金,3.38,sh,2026-06-30
600111,北方稀土,3.29,sh,2026-06-30
