stock_code,stock_name,weight_pct,market,report_date
688766,普冉股份,7.05,sh,2026-06-30
688478,晶升股份,5.37,sh,2026-06-30
002028,思源电气,4.82,sz,2026-06-30
300223,北京君正,3.86,sz,2026-06-30
688313,仕佳光子,3.52,sh,2026-06-30
300835,龙磁科技,2.94,sz,2026-06-30
300445,康斯特,2.71,sz,2026-06-30
300308,中际旭创,2.7,sz,2026-06-30
300667,必创科技,2.53,sz,2026-06-30
600353,旭光电子,2.49,sh,2026-06-30
002028,思源电气,8.2,sz,2026-06-30
300677,英科医疗,4.32,sz,2026-06-30
300445,康斯特,3.12,sz,2026-06-30
688269,凯立新材,2.94,sh,2026-06-30
603135,中重科技,2.86,sh,2026-06-30
688680,海优新材,2.74,sh,2026-06-30
603969,银龙股份,2.72,sh,2026-06-30
601899,紫金矿业,2.69,sh,2026-06-30
300982,苏文电能,2.57,sz,2026-06-30
603699,纽威股份,2.57,sh,2026-06-30
