date,open,high,low,close,volume
2026-04-13,26.360,26.850,26.020,26.820,21006119
2026-04-14,27.150,28.440,27.050,27.490,44251401
2026-04-15,27.810,29.670,27.200,29.470,66845103
2026-04-16,28.810,29.530,28.130,29.240,52339893
2026-04-17,29.190,29.930,28.500,28.600,40621138
2026-04-20,28.030,28.460,27.790,28.300,34680171
2026-04-21,28.120,28.200,26.720,27.730,34978871
2026-04-22,27.520,28.080,27.460,28.000,24895102
2026-04-23,27.900,28.930,26.900,28.460,47903283
2026-04-24,28.000,28.430,27.000,27.020,30555100
2026-04-27,26.710,27.130,26.510,26.750,17046995
2026-04-28,26.750,26.950,26.370,26.410,18206959
2026-04-29,27.470,29.190,27.470,28.990,55680745
2026-04-30,28.990,29.200,28.430,28.570,32637962
2026-05-06,29.010,30.330,29.010,30.220,44247771
2026-05-07,30.310,31.200,29.960,30.530,42897204
2026-05-08,30.530,31.300,30.000,30.090,36594533
2026-05-11,30.800,33.540,30.780,31.220,52101507
2026-05-12,30.950,31.470,29.910,30.290,38943284
2026-05-13,30.610,32.290,30.610,31.640,51846369
2026-05-14,31.610,31.630,29.600,29.600,49002021
2026-05-15,29.540,30.080,28.800,29.040,29181108
2026-05-18,28.300,29.930,28.180,29.720,31459611
2026-05-19,29.660,30.990,29.100,30.610,41102069
2026-05-20,30.180,30.500,29.360,29.420,29128421
2026-05-21,29.500,29.600,27.550,27.650,32807823
2026-05-22,28.010,28.520,27.690,28.330,20445917
2026-05-25,28.620,29.350,28.240,28.640,22465810
2026-05-26,28.360,28.360,26.700,27.210,27546563
2026-05-27,27.250,27.250,26.380,26.420,18107606
2026-05-28,26.600,27.260,26.480,27.130,19134407
2026-05-29,27.200,29.220,26.690,28.200,41785969
2026-06-01,28.760,29.150,27.550,27.870,28999531
2026-06-02,27.300,27.400,25.880,27.050,26836545
2026-06-03,26.800,27.180,26.380,26.690,20963394
2026-06-04,26.300,26.460,25.820,26.030,18681109
2026-06-05,25.900,26.160,25.300,25.420,17885328
2026-06-08,24.780,25.150,24.000,24.390,19090101
2026-06-09,24.750,24.950,24.100,24.550,13156630
2026-06-10,24.250,24.350,23.380,23.720,15850842
2026-06-11,23.720,23.900,23.200,23.550,12546701
2026-06-12,24.000,24.880,23.610,24.600,22797313
2026-06-15,24.800,25.100,24.410,24.940,16748038
2026-06-16,24.800,25.210,24.590,25.090,14356631
2026-06-17,25.000,25.960,24.820,25.320,17798950
2026-06-18,25.200,26.530,25.200,26.500,26220632
2026-06-22,26.500,26.600,25.780,26.060,20132632
2026-06-23,25.850,25.900,24.890,25.070,15060455
2026-06-24,24.750,25.450,24.700,25.260,11849493
2026-06-25,25.260,25.290,24.200,24.530,14624077
2026-06-26,24.380,24.850,23.680,23.680,13405339
2026-06-29,23.390,23.770,23.080,23.620,11703320
2026-06-30,23.600,24.220,23.110,24.050,12258490
2026-07-01,24.220,24.260,23.570,23.790,14329015
2026-07-02,23.580,24.300,23.240,23.330,14107117
2026-07-03,23.320,23.880,23.130,23.450,11436751
2026-07-06,23.450,23.670,22.470,22.480,14573401
2026-07-07,22.480,22.660,21.920,22.020,8685717
2026-07-08,22.030,22.270,21.740,21.990,8896381
2026-07-09,22.000,22.150,21.260,22.150,12632102
