stock_code,stock_name,weight_pct,market,report_date
603061,金海通,5.25,sh,2026-06-30
603986,兆易创新,5.19,sh,2026-06-30
688200,华峰测控,5.18,sh,2026-06-30
300502,新易盛,5.11,sz,2026-06-30
300308,中际旭创,4.98,sz,2026-06-30
688008,澜起科技,3.6,sh,2026-06-30
300373,扬杰科技,3.6,sz,2026-06-30
600487,亨通光电,3.39,sh,2026-06-30
688279,峰岹科技,3.01,sh,2026-06-30
688002,睿创微纳,2.88,sh,2026-06-30
603986,兆易创新,6.16,sh,2026-06-30
300308,中际旭创,5.14,sz,2026-06-30
688008,澜起科技,4.61,sh,2026-06-30
600487,亨通光电,4.44,sh,2026-06-30
300502,新易盛,4.15,sz,2026-06-30
688002,睿创微纳,4.08,sh,2026-06-30
603061,金海通,3.96,sh,2026-06-30
000725,京东方A,3.69,sz,2026-06-30
300373,扬杰科技,3.61,sz,2026-06-30
000100,TCL科技,3.51,sz,2026-06-30
