stock_code,stock_name,weight_pct,market,report_date
600941,中国移动,8.89,sh,2026-06-30
600298,安琪酵母,5.77,sh,2026-06-30
600352,浙江龙盛,5.01,sh,2026-06-30
000333,美的集团,4.75,sz,2026-06-30
002078,太阳纸业,4.61,sz,2026-06-30
002223,鱼跃医疗,4.25,sz,2026-06-30
300498,温氏股份,4.06,sz,2026-06-30
600585,海螺水泥,3.74,sh,2026-06-30
002595,豪迈科技,3.39,sz,2026-06-30
688029,南微医学,3.03,sh,2026-06-30
600941,中国移动,8.39,sh,2026-06-30
600298,安琪酵母,5.58,sh,2026-06-30
300498,温氏股份,4.75,sz,2026-06-30
002078,太阳纸业,4.74,sz,2026-06-30
002223,鱼跃医疗,4.63,sz,2026-06-30
600352,浙江龙盛,4.28,sh,2026-06-30
000333,美的集团,4.16,sz,2026-06-30
600585,海螺水泥,4.1,sh,2026-06-30
000651,格力电器,3.57,sz,2026-06-30
002595,豪迈科技,3.44,sz,2026-06-30
