stock_code,stock_name,weight_pct,market,report_date
300502,新易盛,8.75,sz,2026-06-30
300308,中际旭创,8.15,sz,2026-06-30
002384,东山精密,5.85,sz,2026-06-30
002916,深南电路,5.33,sz,2026-06-30
601138,工业富联,5.1,sh,2026-06-30
002463,沪电股份,5.05,sz,2026-06-30
688256,寒武纪,4.3,sh,2026-06-30
688347,华虹宏力,2.94,sh,2026-06-30
688981,中芯国际,1.13,sh,2026-06-30
300502,新易盛,8.04,sz,2026-06-30
300308,中际旭创,7.58,sz,2026-06-30
002384,东山精密,6.1,sz,2026-06-30
002916,深南电路,4.49,sz,2026-06-30
002463,沪电股份,4.41,sz,2026-06-30
002027,分众传媒,3.88,sz,2026-06-30
000338,潍柴动力,2.98,sz,2026-06-30
