stock_code,stock_name,weight_pct,market,report_date
603259,药明康德,9.8,sh,2026-06-30
689009,九号公司,7.4,sh,2026-06-30
603087,甘李药业,7.0,sh,2026-06-30
301358,湖南裕能,4.06,sz,2026-06-30
688409,富创精密,3.7,sh,2026-06-30
002821,凯莱英,3.69,sz,2026-06-30
688301,奕瑞科技,3.44,sh,2026-06-30
002299,圣农发展,3.35,sz,2026-06-30
300037,新宙邦,2.96,sz,2026-06-30
002352,顺丰控股,2.89,sz,2026-06-30
603259,药明康德,10.76,sh,2026-06-30
603087,甘李药业,8.12,sh,2026-06-30
689009,九号公司,5.51,sh,2026-06-30
600938,中国海油,5.25,sh,2026-06-30
300498,温氏股份,5.15,sz,2026-06-30
603486,科沃斯,4.98,sh,2026-06-30
301358,湖南裕能,4.37,sz,2026-06-30
002299,圣农发展,4.02,sz,2026-06-30
300633,开立医疗,2.8,sz,2026-06-30
002352,顺丰控股,2.71,sz,2026-06-30
