stock_code,stock_name,weight_pct,market,report_date
002008,大族激光,3.02,sz,2026-06-30
002436,兴森科技,1.91,sz,2026-06-30
688301,奕瑞科技,1.75,sh,2026-06-30
688183,生益电子,1.61,sh,2026-06-30
688045,必易微,1.49,sh,2026-06-30
300857,协创数据,1.43,sz,2026-06-30
688702,盛科通信,1.35,sh,2026-06-30
301200,大族数控,1.35,sz,2026-06-30
002414,高德红外,1.3,sz,2026-06-30
000783,长江证券,1.19,sz,2026-06-30
600166,福田汽车,1.26,sh,2026-06-30
601212,白银有色,1.26,sh,2026-06-30
002414,高德红外,1.25,sz,2026-06-30
002008,大族激光,1.23,sz,2026-06-30
603444,吉比特,0.99,sh,2026-06-30
688301,奕瑞科技,0.99,sh,2026-06-30
300857,协创数据,0.95,sz,2026-06-30
300407,凯发电气,0.92,sz,2026-06-30
688183,生益电子,0.91,sh,2026-06-30
300450,先导智能,0.91,sz,2026-06-30
