stock_code,stock_name,weight_pct,market,report_date
002602,世纪华通,9.52,sz,2026-06-30
300058,蓝色光标,6.44,sz,2026-06-30
002027,分众传媒,6.37,sz,2026-06-30
002195,岩山科技,4.83,sz,2026-06-30
002558,巨人网络,4.78,sz,2026-06-30
300418,昆仑万维,4.73,sz,2026-06-30
002131,利欧股份,4.19,sz,2026-06-30
002555,三七互娱,3.81,sz,2026-06-30
002517,恺英网络,3.62,sz,2026-06-30
300364,中文在线,2.24,sz,2026-06-30
301666,大普微,0.07,sz,2026-06-30
001399,惠科股份,0.02,sz,2026-06-30
603459,红板科技,0.01,sh,2026-06-30
001365,天海电子,0.0,sz,2026-06-30
301696,三瑞智能,0.0,sz,2026-06-30
002027,分众传媒,7.96,sz,2026-06-30
300058,蓝色光标,6.39,sz,2026-06-30
002131,利欧股份,6.36,sz,2026-06-30
002195,岩山科技,6.15,sz,2026-06-30
300418,昆仑万维,5.18,sz,2026-06-30
002558,巨人网络,5.14,sz,2026-06-30
002555,三七互娱,3.99,sz,2026-06-30
002517,恺英网络,3.64,sz,2026-06-30
002624,完美世界,2.87,sz,2026-06-30
300251,光线传媒,2.71,sz,2026-06-30
603459,红板科技,0.01,sh,2026-06-30
301696,三瑞智能,0.01,sz,2026-06-30
001386,马可波罗,0.0,sz,2026-06-30
301563,云汉芯城,0.0,sz,2026-06-30
603175,超颖电子,0.0,sh,2026-06-30
