stock_code,stock_name,weight_pct,market,report_date
300308,中际旭创,5.44,sz,2026-06-30
300502,新易盛,5.22,sz,2026-06-30
600176,中国巨石,3.75,sh,2026-06-30
688498,源杰科技,3.26,sh,2026-06-30
002384,东山精密,3.2,sz,2026-06-30
002080,中材科技,2.98,sz,2026-06-30
301377,鼎泰高科,2.76,sz,2026-06-30
600105,永鼎股份,2.33,sh,2026-06-30
600549,厦门钨业,2.22,sh,2026-06-30
300567,精测电子,2.16,sz,2026-06-30
002379,宏桥控股,3.08,sz,2026-06-30
601899,紫金矿业,2.84,sh,2026-06-30
600754,锦江酒店,2.63,sh,2026-06-30
300677,英科医疗,2.58,sz,2026-06-30
002353,杰瑞股份,2.52,sz,2026-06-30
300308,中际旭创,2.46,sz,2026-06-30
000338,潍柴动力,2.41,sz,2026-06-30
600276,恒瑞医药,2.4,sh,2026-06-30
688717,艾罗能源,2.37,sh,2026-06-30
002772,众兴菌业,2.37,sz,2026-06-30
