stock_code,stock_name,weight_pct,market,report_date
000002,万科A,15.01,sz,2026-06-30
600048,保利发展,13.99,sh,2026-06-30
600208,衢州发展,12.66,sh,2026-06-30
001979,招商蛇口,12.42,sz,2026-06-30
002244,滨江集团,9.94,sz,2026-06-30
601155,新城控股,9.75,sh,2026-06-30
600663,陆家嘴,7.79,sh,2026-06-30
600848,上海临港,7.54,sh,2026-06-30
600606,绿地控股,5.36,sh,2026-06-30
301666,大普微,0.07,sz,2026-06-30
001248,华润新能源,0.05,sz,2026-06-30
001399,惠科股份,0.02,sz,2026-06-30
001257,盛龙股份,0.01,sz,2026-06-30
301531,春光集团,0.01,sz,2026-06-30
001979,招商蛇口,15.04,sz,2026-06-30
600048,保利发展,14.73,sh,2026-06-30
000002,万科A,13.39,sz,2026-06-30
600515,海南机场,12.0,sh,2026-06-30
600208,衢州发展,7.8,sh,2026-06-30
601155,新城控股,7.38,sh,2026-06-30
002244,滨江集团,7.07,sz,2026-06-30
600848,上海临港,5.56,sh,2026-06-30
600663,陆家嘴,5.32,sh,2026-06-30
600606,绿地控股,3.73,sh,2026-06-30
603459,红板科技,0.01,sh,2026-06-30
001257,盛龙股份,0.01,sz,2026-06-30
001386,马可波罗,0.0,sz,2026-06-30
603175,超颖电子,0.0,sh,2026-06-30
601026,道生天合,0.0,sh,2026-06-30
