date,t1_date,t1_nav,official_nav,official_pct,v_active_bench_csi300,v_active_bench_csi300_est_pct,v_active_bench_csi500,v_active_bench_csi500_est_pct,v_active_bench_csi1000,v_active_bench_csi1000_est_pct,v_active_bench_cyb,v_active_bench_cyb_est_pct,v_active_top10_blend_csi1000_a0.5,v_active_top10_blend_est_pct,v_active_alpha,v_active_top10_resid_csi1000,v_active_top10_resid_cyb,v_active_top10_resid_csi500
2026-05-22,2026-05-21,3.43,3.499,0.020116618075801732,"(3.474459289774117, -0.7013635388934838)",0.012961892062424728,"(3.4939992543798657, -0.14291928036966037)",0.018658674746316464,"(3.5034202918372794, 0.12633014682135815)",0.021405332897166052,"(3.5273737361868664, 0.8109098653005526)",0.028388844369348715,"(3.46671014591864, -0.9228309254461364)",0.010702666448583026,"(3.499749277245416, 0.02141403959462266)","(3.499749277245416, 0.02141403959462266)","(3.522505049377523, 0.6717647721498448)","(3.4907992916608723, -0.23437291623686143)"
2026-05-25,2026-05-22,3.499,3.473,-0.007430694484138395,"(3.5542469959315564, 2.3393894595898788)",0.015789367228224212,"(3.5507898049887254, 2.2398446584717986)",0.014801316087089207,"(3.541927492440179, 1.9846672168205948)",0.0122685031266588,"(3.5724340980403206, 2.8630606979648943)",0.020987167202149423,"(3.5204637462200896, 1.3666497615919884)",0.0061342515633294,"(3.5397811178181704, 1.9228654712977407)","(3.5397811178181704, 1.9228654712977407)","(3.5687623931383046, 2.7573392783848174)","(3.5482003147392884, 2.1652840408663567)"
2026-05-26,2026-05-25,3.473,3.437,-0.010365678088108274,"(3.491525124263527, 1.5864161845658122)",0.005334040962720111,"(3.4549361017889706, 0.5218534125391551)",-0.0052012376075523505,"(3.4287714390625084, -0.23941114162035118)",-0.012734972916064267,"(3.491919798764535, 1.5978992948657358)",0.005447681763471225,"(3.4508857195312546, 0.4040069691956569)",-0.006367486458032133,"(3.430982867109383, -0.17506933053874518)","(3.430982867109383, -0.17506933053874518)","(3.4909738088263085, 1.5703755841230331)","(3.455839296699522, 0.5481319959127761)"
2026-05-27,2026-05-26,3.437,3.39,-0.013674716322374079,"(3.409437864211297, 0.573388324817011)",-0.008019242301048371,"(3.386334271088726, -0.10813359620278046)",-0.014741265321871885,"(3.381318423441794, -0.2560937037818946)",-0.016200633272681408,"(3.4393012137323504, 1.4543130894498613)",0.0006695413827032096,"(3.4091592117208966, 0.5651684873420801)",-0.008100316636340704,"(3.384102502269704, -0.17396748466950238)","(3.384102502269704, -0.17396748466950238)","(3.4391861530457333, 1.4509189689006827)","(3.38886755753429, -0.033405382469321)"
2026-05-28,2026-05-27,3.39,3.458,0.02005899705014751,"(3.3941731186627355, -1.845774474761847)",0.001231008455084279,"(3.40281217163796, -1.5959464535003003)",0.0037794016631149284,"(3.4261862520789186, -0.920004277648398)",0.010674410642748749,"(3.4564480632007775, -0.044879606686602645)",0.019601198584300126,"(3.408093126039459, -1.4432294378409853)",0.005337205321374374,"(3.4243769394749726, -0.972326793667658)","(3.4243769394749726, -0.972326793667658)","(3.453125660040739, -0.1409583562539396)","(3.4021715630560614, -1.614471860726975)"
2026-05-29,2026-05-28,3.458,3.376,-0.023713128976286954,"(3.4424544516080195, 1.9684375476309142)",-0.004495531634465101,"(3.3757572184862195, -0.007191395550368257)",-0.0237833376268886,"(3.3663202399052623, -0.28672275162137406)",-0.026512365556604266,"(3.3849650146967027, 0.26555138319617466)",-0.021120585686320806,"(3.4121601199526315, 1.0710936004926415)",-0.013256182778302133,"(3.3709042279099997, -0.15094111640995939)","(3.3709042279099997, -0.15094111640995939)","(3.388616763961868, 0.3737193116667047)","(3.3798693575619083, 0.11461367185747709)"
2026-06-01,2026-05-29,3.376,3.274,-0.030213270142180056,"(3.342968879142605, 2.1065631992243388)",-0.009784099780034014,"(3.3415322950011723, 2.0626846365660447)",-0.010209628257946586,"(3.350462602702713, 2.3354490746094343)",-0.007564394934030509,"(3.3032554302912542, 0.8935684267334824)",-0.02154756211751946,"(3.3632313013513566, 2.7254520877017896)",-0.0037821974670152543,"(3.3517394725675773, 2.374449375918671)","(3.3517394725675773, 2.374449375918671)","(3.3068926587766914, 1.00466276043651)","(3.3432556802511137, 2.1153231597774504)"
2026-06-02,2026-06-01,3.274,3.298,0.007330482590103855,"(3.3215144216160337, 0.7129903461502024)",0.014512651684799456,"(3.2926855379098336, -0.1611419675611399)",0.005707250430615019,"(3.2895564579049648, -0.2560200756529801)",0.004751514326501129,"(3.360949943848848, 1.9087308626091)",0.026557710399770354,"(3.2817782289524824, -0.4918669207858597)",0.0023757571632505646,"(3.288778635009716, -0.27960476016628016)","(3.288778635009716, -0.27960476016628016)","(3.3566024466564053, 1.7769086311826936)","(3.2917512610143422, -0.1894705574790118)"
2026-06-03,2026-06-02,3.298,3.35,0.015767131594906017,"(3.3142733828203097, -1.0664661844683698)",0.004934318623502129,"(3.314138785918535, -1.0704840024317952)",0.004893506949222264,"(3.316839800824851, -0.9898566917954894)",0.0057124926697547885,"(3.352574854081898, 0.07686131587754406)",0.01654786357850138,"(3.3074199004124254, -1.2710477488828265)",0.0028562463348773943,"(3.315897810783609, -1.0179757975042178)","(3.315897810783609, -1.0179757975042178)","(3.349846111377803, -0.004593690214842659)","(3.3133318466226087, -1.0945717426086976)"
2026-06-04,2026-06-03,3.35,3.343,-0.002089552238806005,"(3.3268943484147693, -0.4817724075749535)",-0.0068972094284270365,"(3.347831874937516, 0.14453709056284844)",-0.0006472015111892509,"(3.345000829511001, 0.059851316512144814)",-0.001492289698208688,"(3.3222907081686164, -0.6194822563979536)",-0.0082714303974279,"(3.3475004147555008, 0.13462203875264078)",-0.000746144849104344,"(3.3452507880354507, 0.06732838873618777)","(3.3452507880354507, 0.06732838873618777)","(3.3236761727601856, -0.5780385055283999)","(3.34794028119064, 0.1477798740843569)"
2026-06-05,2026-06-04,3.343,3.261,-0.024528866287765436,"(3.283139808491573, 0.6789269699961034)",-0.017906129676466324,"(3.30075497861368, 1.2191039133296449)",-0.01263685952327856,"(3.311582506966964, 1.5511348349268281)",-0.009397993728099222,"(3.2359383893013347, -0.7685253204129229)",-0.03202560894366288,"(3.327291253483482, 2.0328504594750645)",-0.004698996864049611,"(3.313153381618616, 1.59930639738166)","(3.313153381618616, 1.59930639738166)","(3.2412914698362685, -0.604370750191096)","(3.3028672296829957, 1.283877021864324)"
2026-06-08,2026-06-05,3.261,3.153,-0.03311867525298991,"(3.191077907874742, 1.2076723081110678)",-0.021441917241722855,"(3.1473005046211187, -0.18076420484875896)",-0.03486645059149992,"(3.1594663734870903, 0.20508637764320414)",-0.031135733367957552,"(3.1405848971749157, -0.3937552434216394)",-0.03692582116684587,"(3.210233186743545, 1.8151978034743153)",-0.015567866683978776,"(3.1645430548127362, 0.36609752022633074)","(3.1645430548127362, 0.36609752022633074)","(3.1466056523161696, -0.20280201978529663)","(3.152985479390063, -0.0004605331410440431)"
2026-06-09,2026-06-08,3.153,3.261,0.03425309229305427,"(3.211981171859685, -1.503183935612242)",0.01870636595613222,"(3.237225407998264, -0.7290583257202097)",0.02671278401467299,"(3.2456388667560665, -0.4710559105775413)",0.02938118197147696,"(3.2770459501257285, 0.4920561216108066)",0.03934219794663129,"(3.1993194333780335, -1.8914617179382593)",0.01469059098573848,"(3.2410069234182637, -0.6130964913135981)","(3.2410069234182637, -0.6130964913135981)","(3.270843652619442, 0.3018599392653201)","(3.2330141375983503, -0.8581987856991657)"
2026-06-10,2026-06-09,3.261,3.199,-0.0190125728304202,"(3.224858657077507, 0.8083356385591437)",-0.011082901846824011,"(3.216204110012758, 0.5377964993047206)",-0.0137368567884828,"(3.2139687848987903, 0.4679207533226164)",-0.014422329071208061,"(3.1729622378903866, -0.8139344204318)",-0.026997167160261713,"(3.2374843924493955, 1.2030132056703848)",-0.007211164535604031,"(3.216320345653851, 0.5414299985573962)","(3.216320345653851, 0.5414299985573962)","(3.1773641259958674, -0.6763324165092989)","(3.2184439045121196, 0.6078119572403797)"
2026-06-11,2026-06-10,3.199,3.236,0.011566114410753475,"(3.1813625610786183, -1.688425182984609)",-0.005513422607496491,"(3.187858453589991, -1.4876868482697467)",-0.0034828216348885754,"(3.183678305145813, -1.6168632526015803)",-0.004789526368923555,"(3.162861392038431, -2.26015475777408)",-0.011296845252131574,"(3.191339152572907, -1.3801250750028833)",-0.0023947631844617773,"(3.184444389888523, -1.5931894348416982)","(3.184444389888523, -1.5931894348416982)","(3.1646683224365093, -2.20431636475559)","(3.1884155309104916, -1.4704718507264722)"
2026-06-12,2026-06-11,3.236,3.228,-0.002472187886279359,"(3.273626010606444, 1.4134451860732238)",0.011627320953783712,"(3.264359672907879, 1.1263839190792684)",0.008763804977712798,"(3.253190018696102, 0.7803599348234765)",0.005312119498177385,"(3.252223107088863, 0.7504060436450672)",0.005013321102862416,"(3.2445950093480516, 0.514095704710389)",0.0026560597490886927,"(3.252330517761297, 0.7537335118121719)","(3.252330517761297, 0.7537335118121719)","(3.2514119517344198, 0.7252773151926756)","(3.2629416892624845, 1.0824562968551519)"
2026-06-15,2026-06-12,3.228,3.318,0.027881040892193263,"(3.3052938171833124, -0.3829470408887182)",0.023944800862240538,"(3.3476810960692696, 0.8945478019671337)",0.03707592815033119,"(3.35331148843218, 1.0642401576907814)",0.03882016370265799,"(3.3992300396334225, 2.448162737595614)",0.053045241522125974,"(3.29065574421609, -0.824118619165457)",0.019410081851328996,"(3.3470459140105717, 0.8754042800051737)","(3.3470459140105717, 0.8754042800051737)","(3.3906685376517514, 2.1901307309147464)","(3.3416970412658054, 0.7141965420676701)"
2026-06-16,2026-06-15,3.318,3.385,0.020192887281494792,"(3.312925712526471, -2.1292256269875547)",-0.0015293211192070686,"(3.3579545431836424, -0.7989795219012524)",0.012041755028222563,"(3.3667387283037558, -0.539476268722128)",0.014689188759420152,"(3.37509444098043, -0.29263099023839223)",0.0172074867331014,"(3.342369364151878, -1.259398400239931)",0.007344594379710076,"(3.364301791888568, -0.6114684818739136)","(3.364301791888568, -0.6114684818739136)","(3.3722397189314086, -0.3769654673143626)","(3.35595681602446, -0.8579965723940871)"
2026-06-17,2026-06-16,3.385,3.404,0.005612998522895164,"(3.417679915696061, 0.40187766439662087)",0.009654332554227655,"(3.432387724230663, 0.8339519456716491)",0.013999327690003945,"(3.407731999075222, 0.10963569551181725)",0.006715509327983036,"(3.4378885882374157, 0.9955519458700296)",0.015624398297611754,"(3.396365999537611, -0.22426558350143103)",0.003357754663991518,"(3.406595399121461, 0.0762455676104911)","(3.406595399121461, 0.0762455676104911)","(3.4352441588255447, 0.9178660054507863)","(3.4300183380191296, 0.7643460052623288)"
2026-06-18,2026-06-17,3.404,3.43,0.007638072855464232,"(3.411049752746996, -0.5524853426531805)",0.0020710201959448595,"(3.422151855215075, -0.22880888585787212)",0.005332507407483919,"(3.4300276244337957, 0.0008053770785877229)",0.007646188141538193,"(3.4737146200379745, 1.2744787183082893)",0.0204802056515789,"(3.417013812216898, -0.37860605781638834)",0.0038230940707690963,"(3.4287262432121057, -0.03713576641091636)","(3.4287262432121057, -0.03713576641091636)","(3.470228889036076, 1.172853907757312)","(3.421244262454321, -0.25526931620055515)"
2026-06-22,2026-06-18,3.43,3.489,0.017201166180757933,"(3.51194561517436, 0.6576559235987485)",0.023890849905061132,"(3.507391513289958, 0.5271284978491808)",0.022563123408150854,"(3.467014647320541, -0.6301333528076495)",0.010791442367504643,"(3.5163083724681883, 0.78269912491225)",0.025162790807051916,"(3.448507323660271, -1.16058115046515)",0.0053957211837523215,"(3.465163914954514, -0.6831781325734009)","(3.465163914954514, -0.6831781325734009)","(3.511992953844779, 0.6590127212605063)","(3.50352193762546, 0.41622062555059236)"
2026-06-23,2026-06-22,3.489,3.391,-0.028088277443393483,"(3.392272314452874, 0.03752033184530002)",-0.027723612939846907,"(3.418112824060847, 0.7995524641948368)",-0.020317333315893738,"(3.4159443759280177, 0.7356053060459358)",-0.02093884324218467,"(3.3551845913375082, -1.0561901699348797)",-0.0383535135174812,"(3.4524721879640086, 1.8128041275142597)",-0.010469421621092335,"(3.4195971571316166, 0.8433251881927629)","(3.4195971571316166, 0.8433251881927629)","(3.3618753617706325, -0.8588805139890151)","(3.4216571828578046, 0.9040749884342262)"
2026-06-24,2026-06-23,3.391,3.455,0.018873488646417004,"(3.4072912391912324, -1.380861383755937)",0.004804258092371693,"(3.451238446689636, -0.10887274414946733)",0.01776421311991627,"(3.43532032713217, -0.5695997935696063)",0.013069987358351557,"(3.4389102183725275, -0.4656955608530403)",0.014128640039082055,"(3.4131601635660855, -1.210993818637179)",0.006534993679175778,"(3.433104310775562, -0.6337391960763584)","(3.433104310775562, -0.6337391960763584)","(3.436514707453901, -0.5350301749956291)","(3.4482265243551544, -0.19604849912722577)"
2026-06-25,2026-06-24,3.455,3.448,-0.002026049204052132,"(3.508879049649809, 1.7656336905397056)",0.015594515094011318,"(3.492145710509335, 1.280328031013203)",0.010751291030198371,"(3.467743069387605, 0.5725948198261329)",0.0036882979414197014,"(3.552979424070617, 3.044646869797477)",0.028358733450250927,"(3.4613715346938028, 0.38780553056272654)",0.0018441489707098507,"(3.467105915918225, 0.5541158908997961)","(3.467105915918225, 0.5541158908997961)","(3.548080452867086, 2.90256533837257)","(3.490288424983868, 1.2264624415275)"
2026-06-26,2026-06-25,3.448,3.356,-0.026682134570765684,"(3.343680929319392, -0.3670760035937956)",-0.030254950893447766,"(3.3575581994696586, 0.0464302583330971)",-0.0262302205714448,"(3.3602904608244804, 0.12784448225507986)",-0.02543780138501149,"(3.307792547510984, -1.4364556760731735)",-0.04066341429495814,"(3.40414523041224, 1.4346016213420825)",-0.012718900692505745,"(3.364675937783256, 0.2585201961637708)","(3.364675937783256, 0.2585201961637708)","(3.3148029201354348, -1.2275649542480667)","(3.362080289496175, 0.18117668343788257)"
2026-06-29,2026-06-26,3.356,3.374,0.005363528009535232,"(3.396465952552278, 0.6658551438138085)",0.012057792774814606,"(3.4013179041002157, 0.809659279792994)",0.013503547109718676,"(3.3546285570920484, -0.5741387939523317)",-0.0004086540250153717,"(3.3739953931718705, -0.00013653906726848042)",0.005362155295551505,"(3.355314278546024, -0.5538150994065257)",-0.00020432701250768586,"(3.354697129237446, -0.5721064244977538)","(3.354697129237446, -0.5721064244977538)","(3.373095623513277, -0.02680428235693314)","(3.399052008895205, 0.7425017455603169)"
2026-06-30,2026-06-29,3.374,3.478,0.030823947836395995,"(3.4099606918803853, -1.9562768292011181)",0.010658177795016342,"(3.4544323806094805, -0.6776198789683627)",0.02383887984869016,"(3.457151416515651, -0.599441733305039)",0.02464475889616212,"(3.474829549844559, -0.09115727876484365)",0.029884276776692108,"(3.4155757082578257, -1.79483300006252)",0.01232237944808106,"(3.4529938456898686, -0.7189808599807833)","(3.4529938456898686, -0.7189808599807833)","(3.4697880723523316, -0.23611062816758618)","(3.4504107615790063, -0.7932500983609523)"
2026-07-01,2026-06-30,3.478,3.409,-0.019838987924094418,"(3.463712034281815, 1.6049291370435623)",-0.004108098251347118,"(3.477058041080991, 1.9964224429742221)",-0.0002708335017276888,"(3.5043892257995823, 2.798158574349737)",0.007587471477740679,"(3.4123348815210397, 0.09782579997183602)",-0.018880137573019092,"(3.4911946128997915, 2.4111062745612113)",0.0037937357388703394,"(3.5030697645096027, 2.759453344370869)","(3.5030697645096027, 2.759453344370869)","(3.4156181374449877, 0.1941372087118759)","(3.4771051390269414, 1.9978040195641418)"
2026-07-02,2026-07-01,3.409,3.257,-0.044587855676151276,"(3.3081655881848215, 1.5709422224384837)",-0.029578882902663108,"(3.2826078102473453, 0.7862391847511561)",-0.03707603102160592,"(3.3124917458540013, 1.70376867835435)",-0.028309842811967884,"(3.2142174193053243, -1.3135578966741104)",-0.05713774734370062,"(3.3607458729270006, 3.1853200161805475)",-0.014154921405983942,"(3.3173171585613015, 1.8519238121369779)","(3.3173171585613015, 1.8519238121369779)","(3.2239565483400585, -1.0145364341400553)","(3.2889274197349776, 0.9802707932139233)"
2026-07-03,2026-07-02,3.257,3.239,-0.005526558182376493,"(3.277221666747016, 1.1800452839461664)",0.006208678767889527,"(3.2761373909384863, 1.1465696492277384)",0.005875772471134809,"(3.2552837690691168, 0.5027406319579155)",-0.0005269361163289529,"(3.2591574030443042, 0.622334147709304)",0.0006623896359545538,"(3.2561418845345584, 0.5292338541080136)",-0.00026346805816447643,"(3.255369580615661, 0.5053899541729225)","(3.255369580615661, 0.5053899541729225)","(3.2590495328920888, 0.6190037941367361)","(3.275180521391562, 1.1170275205792606)"
2026-07-06,2026-07-03,3.239,3.164,-0.0231552948440876,"(3.238882271062543, 2.366696304125877)",-3.6347310113264335e-05,"(3.2041379926796925, 1.2685838394340174)",-0.010763200778112901,"(3.183323604950776, 0.6107334055238836)",-0.017189377909609144,"(3.181733217510536, 0.5604683157565116)",-0.017680389777543628,"(3.211161802475388, 1.4905752994749661)",-0.008594688954804572,"(3.1861074247032373, 0.6987175949189988)","(3.1861074247032373, 0.6987175949189988)","(3.184596556635009, 0.650965759639982)","(3.2058810930457073, 1.3236755071336028)"
2026-07-07,2026-07-06,3.164,3.109,-0.0173830594184577,"(3.131500047707579, 0.7237069060012604)",-0.010271792759930896,"(3.111939821530912, 0.09455842814127412)",-0.016453912284794033,"(3.1002170001356144, -0.2825024079892434)",-0.0201589759369109,"(3.1343916340412172, 0.8167138643041894)",-0.009357890631726618,"(3.132108500067807, 0.7432775833968108)",-0.01007948796845545,"(3.1034061501288335, -0.17992440885064367)","(3.1034061501288335, -0.17992440885064367)","(3.135872052339156, 0.864331049828116)","(3.1145428304543663, 0.1782833854733458)"
2026-07-08,2026-07-07,3.109,3.044,-0.020907044065615936,"(3.085172556508805, 1.352580700026439)",-0.007664021708328983,"(3.0656029983820257, 0.7096911426421031)",-0.013958508079116833,"(3.040113913674666, -0.1276638083224063)",-0.022156991420178098,"(3.056104416337096, 0.397648368498548)",-0.01701369690025863,"(3.074556956837333, 1.0038422088480017)",-0.011078495710089049,"(3.043558217990933, -0.01451320660536114)","(3.043558217990933, -0.01451320660536114)","(3.058749195520241, 0.4845333613745404)","(3.0677728484629245, 0.7809739968109228)"
2026-07-09,2026-07-08,3.044,3.104,0.019710906701708296,"(3.1213101981817397, 0.5576739104941888)",0.025397568390847475,"(3.1393353969758593, 1.138382634531546)",0.03131911858602466,"(3.112326558437007, 0.2682525269654218)",0.022446306976677655,"(3.180807592336824, 2.474471402603869)",0.04494336147727473,"(3.078163279218504, -0.8323685818781004)",0.011223153488338827,"(3.1089102305151566, 0.15819041608107243)","(3.1089102305151566, 0.15819041608107243)","(3.1739672127199827, 2.2540983479375845)","(3.134568627127066, 0.9848140182688783)"
