date,t1_date,t1_nav,official_nav,official_pct,v_active_top10,v_active_top10_est_pct,v_active_bench_csi300,v_active_bench_csi300_est_pct,v_active_bench_csi500,v_active_bench_csi500_est_pct,v_active_bench_csi1000,v_active_bench_csi1000_est_pct,v_active_bench_cyb,v_active_bench_cyb_est_pct,v_active_top10_blend_csi1000_a0.3,v_active_top10_blend_est_pct,v_active_alpha,v_active_top10_resid_csi1000,v_active_top10_resid_cyb,v_active_top10_resid_csi500
2026-06-11,2026-06-10,3.199,3.236,0.011566114410753475,"(3.2575670452268075, None)",0.01830792285927083,"(3.1813625610786183, -1.688425182984609)",-0.005513422607496491,"(3.187858453589991, -1.4876868482697467)",-0.0034828216348885754,"(3.183678305145813, -1.6168632526015803)",-0.004789526368923555,"(3.162861392038431, -2.26015475777408)",-0.011296845252131574,"(3.2571322155268456, 0.6530350904463971)",0.018171996100920778,"(3.256117612893601, 0.6216814862052132)","(3.256117612893601, 0.6216814862052132)","(3.254148332913643, 0.5608261098159125)","(3.2565130549364203, 0.6339015740550087)"
2026-06-12,2026-06-11,3.236,3.228,-0.002472187886279359,"(3.1997062125382914, None)",-0.011215632713754201,"(3.273626010606444, 1.4134451860732238)",0.011627320953783712,"(3.264359672907879, 1.1263839190792684)",0.008763804977712798,"(3.253190018696102, 0.7803599348234765)",0.005312119498177385,"(3.252223107088863, 0.7504060436450672)",0.005013321102862416,"(3.200194065268887, -0.8613982258709187)",-0.011064874762395926,"(3.201332388306943, -0.826134191234737)","(3.201332388306943, -0.826134191234737)","(3.2012409184688977, -0.8289678293402264)","(3.2023890375953767, -0.7934003223241469)"
2026-06-15,2026-06-12,3.228,3.318,0.027881040892193263,"(3.3379279806755395, None)",0.0340545169378993,"(3.3052938171833124, -0.3829470408887182)",0.023944800862240538,"(3.3476810960692696, 0.8945478019671337)",0.03707592815033119,"(3.35331148843218, 1.0642401576907814)",0.03882016370265799,"(3.3992300396334225, 2.448162737595614)",0.053045241522125974,"(3.341484320717244, 0.7077854345160988)",0.035156233183780736,"(3.3497824474812234, 0.9578796709229471)","(3.3497824474812234, 0.9578796709229471)","(3.3541263424248613, 1.088798746981954)","(3.349249812363692, 0.9418267740714809)"
2026-06-16,2026-06-15,3.318,3.385,0.020192887281494792,"(3.4463118497818934, None)",0.03867144357501308,"(3.312925712526471, -2.1292256269875547)",-0.0015293211192070686,"(3.3579545431836424, -0.7989795219012524)",0.012041755028222563,"(3.3667387283037558, -0.539476268722128)",0.014689188759420152,"(3.37509444098043, -0.29263099023839223)",0.0172074867331014,"(3.447695054891154, 1.85214342366777)",0.039088322752005425,"(3.4509225334794285, 1.9474899107659875)","(3.4509225334794285, 1.9474899107659875)","(3.451712983898642, 1.9708414741105467)","(3.450091549567066, 1.922940903015253)"
2026-06-17,2026-06-16,3.385,3.404,0.005612998522895164,"(3.4185215421461845, None)",0.009902966660615851,"(3.417679915696061, 0.40187766439662087)",0.009654332554227655,"(3.432387724230663, 0.8339519456716491)",0.013999327690003945,"(3.407731999075222, 0.10963569551181725)",0.006715509327983036,"(3.4378885882374157, 0.9955519458700296)",0.015624398297611754,"(3.4191666762799393, 0.44555453231314324)",0.01009355281534401,"(3.4206719892587003, 0.48977641770565195)","(3.4206719892587003, 0.48977641770565195)","(3.423524802593444, 0.573584094989549)","(3.423004420858405, 0.5582967349707773)"
2026-06-18,2026-06-17,3.404,3.43,0.007638072855464232,"(3.4106168820920137, None)",0.0019438549036468334,"(3.411049752746996, -0.5524853426531805)",0.0020710201959448595,"(3.422151855215075, -0.22880888585787212)",0.005332507407483919,"(3.4300276244337957, 0.0008053770785877229)",0.007646188141538193,"(3.4737146200379745, 1.2744787183082893)",0.0204802056515789,"(3.411355546073445, -0.5435700853223066)",0.0021608537231036875,"(3.413079095363451, -0.49332083488481193)","(3.413079095363451, -0.49332083488481193)","(3.417211885147606, -0.37283133680449804)","(3.41233404759536, -0.5150423441586031)"
2026-06-22,2026-06-18,3.43,3.489,0.017201166180757933,"(3.5227668938512764, None)",0.027045741647602456,"(3.51194561517436, 0.6576559235987485)",0.023890849905061132,"(3.507391513289958, 0.5271284978491808)",0.022563123408150854,"(3.467014647320541, -0.6301333528076495)",0.010791442367504643,"(3.5163083724681883, 0.78269912491225)",0.025162790807051916,"(3.5238173695422335, 0.9979183015830777)",0.02735200278199224,"(3.5262684794877996, 1.068170807904837)","(3.5262684794877996, 1.068170807904837)","(3.5309316658867673, 1.2018247602971466)","(3.530088131008507, 1.1776477789769833)"
2026-06-23,2026-06-22,3.489,3.391,-0.028088277443393483,"(3.4090055554080223, None)",-0.02292761381254743,"(3.392272314452874, 0.03752033184530002)",-0.027723612939846907,"(3.418112824060847, 0.7995524641948368)",-0.020317333315893738,"(3.4159443759280177, 0.7356053060459358)",-0.02093884324218467,"(3.3551845913375082, -1.0561901699348797)",-0.0383535135174812,"(3.406932236796859, 0.4698388910899099)",-0.02352185818376063,"(3.402094493370812, 0.32717467917464294)","(3.402094493370812, 0.32717467917464294)","(3.39634661774855, 0.15767082714685765)","(3.4022996285641782, 0.33322408033554146)"
2026-06-24,2026-06-23,3.391,3.455,0.018873488646417004,"(3.4749231629315958, None)",0.02474879473063861,"(3.4072912391912324, -1.380861383755937)",0.004804258092371693,"(3.451238446689636, -0.10887274414946733)",0.01776421311991627,"(3.43532032713217, -0.5695997935696063)",0.013069987358351557,"(3.4389102183725275, -0.4656955608530403)",0.014128640039082055,"(3.476180973815606, 0.6130527877165305)",0.025119720971868625,"(3.4791158658782986, 0.6979990123964834)","(3.4791158658782986, 0.6979990123964834)","(3.4794554695896367, 0.7078283528114797)","(3.4806217199884353, 0.7415837912716413)"
2026-06-25,2026-06-24,3.455,3.448,-0.002026049204052132,"(3.4831814822328395, None)",0.008156724235264675,"(3.508879049649809, 1.7656336905397056)",0.015594515094011318,"(3.492145710509335, 1.280328031013203)",0.010751291030198371,"(3.467743069387605, 0.5725948198261329)",0.0036882979414197014,"(3.552979424070617, 3.044646869797477)",0.028358733450250927,"(3.48354313054206, 1.0308332523799284)",0.008261398130842167,"(3.484386976596907, 1.0553067458499754)","(3.484386976596907, 1.0553067458499754)","(3.49245033574992, 1.2891628697772677)","(3.4866954664470224, 1.1222583076282624)"
2026-06-26,2026-06-25,3.448,3.356,-0.026682134570765684,"(3.407856190986573, None)",-0.011642636024775804,"(3.343680929319392, -0.3670760035937956)",-0.030254950893447766,"(3.3575581994696586, 0.0464302583330971)",-0.0262302205714448,"(3.3602904608244804, 0.12784448225507986)",-0.02543780138501149,"(3.307792547510984, -1.4364556760731735)",-0.04066341429495814,"(3.4053669942647717, 1.4710069804759198)",-0.012364560828082431,"(3.399558868580569, 1.2979400649752453)","(3.399558868580569, 1.2979400649752453)","(3.394592565981112, 1.1499572699973826)","(3.3993003966564026, 1.290238279392215)"
2026-06-29,2026-06-26,3.356,3.374,0.005363528009535232,"(3.43483909832861, None)",0.02349198400733307,"(3.396465952552278, 0.6658551438138085)",0.012057792774814606,"(3.4013179041002157, 0.809659279792994)",0.013503547109718676,"(3.3546285570920484, -0.5741387939523317)",-0.0004086540250153717,"(3.3739953931718705, -0.00013653906726848042)",0.005362155295551505,"(3.434800176778882, 1.8020206514191381)",0.023480386406103133,"(3.434709359829517, 1.7993289813134847)","(3.434709359829517, 1.7993289813134847)","(3.436541462522669, 1.8536295946256376)","(3.4391261720564903, 1.9302362790898098)"
2026-06-30,2026-06-29,3.374,3.478,0.030823947836395995,"(3.4898756521293035, None)",0.03434370246867322,"(3.4099606918803853, -1.9562768292011181)",0.010658177795016342,"(3.4544323806094805, -0.6776198789683627)",0.02383887984869016,"(3.457151416515651, -0.599441733305039)",0.02464475889616212,"(3.474829549844559, -0.09115727876484365)",0.029884276776692108,"(3.492235489330018, 0.4093010158141924)",0.0350431207261463,"(3.4977417761316847, 0.5676186351835677)","(3.4977417761316847, 0.5676186351835677)","(3.499414127544599, 0.6157023445830628)","(3.4974845553349603, 0.5602229826037973)"
2026-07-01,2026-06-30,3.478,3.409,-0.019838987924094418,"(3.3868529689021534, None)",-0.026206736945901952,"(3.463712034281815, 1.6049291370435623)",-0.004108098251347118,"(3.477058041080991, 1.9964224429742221)",-0.0002708335017276888,"(3.5043892257995823, 2.798158574349737)",0.007587471477740679,"(3.4123348815210397, 0.09782579997183602)",-0.018880137573019092,"(3.3876018951303455, -0.6276944813626965)",-0.02599140450536367,"(3.3893493896627938, -0.5764332747787051)","(3.3893493896627938, -0.5764332747787051)","(3.3806410486940437, -0.8318847552348524)","(3.386763859588415, -0.6522775128068333)"
