数据源: 天天基金/168INVEST/HaoETF等公开数据 | 生成时间: 2026-07-24

字段1,基金名称,代码,类型,最新净值,前一日净值,场内价格,溢价率%,申购状态,赎回状态,申购费率%,赎回费率%,场内成交,风险提示
建信优享科技创新混合(LOF),501098,股票LOF(主动管理),1.7175,1.7690,1.726,-0.49,开放申购,开放赎回,1.50,1.50,较小,"7/21发布溢价风险提示公告"
南方中证500ETF联接(LOF)A,160119,指数LOF,2.1908,2.2479,2.188,-0.13,开放申购,开放赎回,1.20,1.50,约70万,无明显风险
