date,open,high,low,close,volume,amount
2024-10-11,2718.249,2737.082,2653.617,2680.388,7537801900.0,0.0
2024-10-14,2699.707,2737.273,2672.808,2723.183,8065500100.0,0.0
2024-10-15,2711.674,2726.986,2655.116,2655.116,5831414400.0,0.0
2024-10-16,2629.242,2677.22,2628.954,2650.176,5625971300.0,0.0
2024-10-17,2666.367,2680.06,2610.467,2610.467,4979685400.0,0.0
2024-10-18,2606.377,2722.646,2583.489,2681.912,7019820700.0,0.0
2024-10-21,2694.966,2701.358,2659.665,2681.057,7204222600.0,0.0
2024-10-22,2672.853,2704.346,2672.449,2692.661,5220816700.0,0.0
2024-10-23,2691.126,2728.258,2682.942,2708.046,5607679700.0,0.0
2024-10-24,2695.379,2699.0,2669.71,2680.704,4225333500.0,0.0
2024-10-25,2679.349,2705.331,2671.038,2683.325,4686145300.0,0.0
2024-10-28,2681.508,2686.289,2656.325,2686.289,5347497200.0,0.0
2024-10-29,2689.917,2712.283,2665.425,2667.939,5008428600.0,0.0
2024-10-30,2658.259,2674.37,2624.001,2634.738,4445068800.0,0.0
2024-10-31,2637.206,2654.646,2613.251,2633.117,5452962300.0,0.0
2024-11-01,2629.043,2674.251,2629.043,2651.535,6084439200.0,0.0
2024-11-04,2657.314,2675.771,2636.576,2675.771,4301567100.0,0.0
2024-11-05,2666.861,2727.667,2659.166,2727.667,5564248400.0,0.0
2024-11-06,2730.455,2743.127,2691.728,2706.615,5994081800.0,0.0
2024-11-07,2684.813,2800.612,2683.317,2797.86,6701724400.0,0.0
2024-11-08,2825.912,2833.07,2758.214,2765.539,6786175700.0,0.0
2024-11-11,2736.838,2754.974,2711.763,2753.745,6133865800.0,0.0
2024-11-12,2744.946,2778.886,2701.61,2712.265,6011485400.0,0.0
2024-11-13,2697.186,2737.504,2696.689,2728.229,6264407700.0,0.0
2024-11-14,2719.455,2743.755,2700.204,2704.152,6046957100.0,0.0
2024-11-15,2696.961,2712.878,2671.452,2671.452,7004026200.0,0.0
2024-11-18,2683.493,2725.301,2668.059,2678.274,9104571000.0,0.0
2024-11-19,2679.551,2683.368,2637.847,2671.189,6700301800.0,0.0
2024-11-20,2667.449,2686.375,2657.584,2676.207,4501762200.0,0.0
2024-11-21,2674.434,2686.315,2666.568,2680.798,3720238400.0,0.0
2024-11-22,2679.651,2683.745,2601.546,2601.557,4855176400.0,0.0
2024-11-25,2610.961,2620.03,2568.955,2582.054,4559353000.0,0.0
2024-11-26,2576.809,2607.125,2573.966,2592.737,3993165300.0,0.0
2024-11-27,2588.889,2626.326,2583.467,2625.761,4107905400.0,0.0
2024-11-28,2625.507,2630.803,2598.748,2610.121,3430873900.0,0.0
2024-11-29,2612.234,2660.393,2610.715,2624.956,4300156100.0,0.0
2024-12-02,2621.144,2643.867,2613.616,2639.041,4460883600.0,0.0
2024-12-03,2638.806,2658.152,2626.208,2652.898,4737315600.0,0.0
2024-12-04,2651.785,2660.802,2638.113,2648.755,4808817100.0,0.0
2024-12-05,2637.627,2647.984,2629.631,2635.562,3367652100.0,0.0
2024-12-06,2636.607,2682.689,2636.607,2665.428,4389449100.0,0.0
2024-12-09,2666.289,2686.515,2658.431,2667.592,4592635300.0,0.0
2024-12-10,2741.751,2747.073,2684.717,2689.329,5944389900.0,0.0
2024-12-11,2684.591,2696.007,2671.522,2676.552,4080238700.0,0.0
2024-12-12,2673.944,2704.029,2667.637,2702.268,4127383100.0,0.0
2024-12-13,2684.293,2684.411,2636.973,2638.027,6159770500.0,0.0
2024-12-16,2637.74,2647.698,2635.247,2641.56,5409812000.0,0.0
2024-12-17,2637.35,2672.955,2637.35,2652.346,4427923400.0,0.0
2024-12-18,2662.032,2681.121,2661.898,2671.346,4425905600.0,0.0
2024-12-19,2652.195,2672.581,2642.683,2661.722,4021414000.0,0.0
2024-12-20,2654.849,2670.318,2644.836,2648.461,4249351000.0,0.0
2024-12-23,2648.919,2688.886,2648.919,2671.203,5662909900.0,0.0
2024-12-24,2671.909,2704.578,2666.341,2702.282,4646919800.0,0.0
2024-12-25,2706.567,2726.14,2700.681,2710.165,5101038100.0,0.0
2024-12-26,2709.592,2709.592,2692.868,2702.595,4177073600.0,0.0
2024-12-27,2701.209,2713.841,2686.501,2701.703,4489485500.0,0.0
2024-12-30,2700.225,2724.726,2700.225,2718.749,4499476300.0,0.0
2024-12-31,2715.207,2725.788,2684.771,2684.771,5074555400.0,0.0
2025-01-02,2682.416,2684.247,2595.399,2610.342,6116098400.0,0.0
2025-01-03,2615.351,2620.646,2579.439,2587.132,5080485800.0,0.0
2025-01-06,2589.335,2591.894,2555.928,2579.963,4448640200.0,0.0
2025-01-07,2576.677,2595.663,2566.679,2593.965,3921859800.0,0.0
2025-01-08,2587.527,2611.153,2565.599,2597.446,4625746300.0,0.0
2025-01-09,2595.692,2597.056,2574.603,2579.575,3435650600.0,0.0
2025-01-10,2585.2,2593.087,2560.25,2560.25,3616687800.0,0.0
2025-01-13,2545.379,2561.241,2533.313,2553.359,3969949500.0,0.0
2025-01-14,2556.422,2606.089,2549.169,2598.807,4268818400.0,0.0
