date,open,high,low,close,volume,amount
2025-03-11,13.26,13.48,13.03,13.42,14422900.0,0.0
2025-03-12,13.58,14.06,13.43,13.81,17194899.0,0.0
2025-03-13,13.82,14.18,13.77,14.15,14477700.0,0.0
2025-03-14,14.7,15.57,14.61,15.13,32106200.0,0.0
2025-03-17,15.14,15.14,14.25,14.5,24332400.0,0.0
2025-03-18,14.53,14.9,14.38,14.84,11453736.0,0.0
2025-03-19,14.7,14.9,14.34,14.8,13139501.0,0.0
2025-03-20,14.93,15.4,14.24,14.31,14312300.0,0.0
2025-03-21,14.22,14.62,13.71,13.86,16647524.0,0.0
2025-03-24,13.71,14.0,13.4,13.66,12929900.0,0.0
2025-03-25,13.86,13.99,13.45,13.6,12404800.0,0.0
2025-03-26,13.55,14.13,13.51,14.06,18022200.0,0.0
2025-03-27,13.85,14.42,13.67,14.27,16729600.0,0.0
2025-03-28,14.27,14.42,13.75,13.82,9211600.0,0.0
2025-03-31,13.74,13.9,13.45,13.6,6456700.0,0.0
2025-04-01,13.6,13.93,13.52,13.53,3980900.0,0.0
2025-04-02,13.55,14.28,13.43,14.01,8792000.0,0.0
2025-04-03,13.81,13.88,13.05,13.4,17320764.0,0.0
2025-04-07,12.06,12.67,12.06,12.06,25825200.0,0.0
2025-04-08,12.06,12.36,11.51,11.9,14080100.0,0.0
2025-04-09,11.8,11.8,10.72,11.5,19593058.0,0.0
2025-04-10,12.44,12.47,12.05,12.25,20728200.0,0.0
2025-04-11,12.14,12.35,11.94,12.12,9248900.0,0.0
2025-04-14,12.38,12.39,12.0,12.22,10761900.0,0.0
2025-04-15,12.1,12.31,12.0,12.18,6940700.0,0.0
2025-04-16,12.06,12.09,11.5,11.64,9280400.0,0.0
2025-04-17,11.63,12.25,11.6,12.14,9654900.0,0.0
2025-04-18,12.0,13.17,12.0,12.45,13967300.0,0.0
2025-04-21,12.36,12.5,12.08,12.19,10850800.0,0.0
2025-04-22,12.1,12.18,11.8,11.88,11040263.0,0.0
2025-04-23,12.0,12.47,12.0,12.1,7441900.0,0.0
2025-04-24,11.99,12.79,11.95,12.57,12328363.0,0.0
2025-04-25,12.61,13.02,12.53,12.7,12164776.0,0.0
2025-04-28,12.4,13.46,12.31,13.3,16682100.0,0.0
2025-04-29,13.0,13.75,12.88,13.37,11209400.0,0.0
2025-04-30,13.38,13.64,13.08,13.5,7858300.0,0.0
2025-05-06,13.71,14.2,13.7,14.08,7803200.0,0.0
2025-05-07,14.32,14.8,13.74,13.88,10621900.0,0.0
2025-05-08,13.81,14.22,13.61,14.09,7180300.0,0.0
2025-05-09,14.05,14.2,13.9,13.96,3769200.0,0.0
2025-05-12,13.96,14.2,13.85,14.09,4846000.0,0.0
2025-05-13,14.3,14.67,14.29,14.45,7630800.0,0.0
2025-05-14,14.28,14.88,14.28,14.81,7802500.0,0.0
2025-05-15,14.87,14.87,14.2,14.26,6839800.0,0.0
2025-05-16,14.2,14.46,14.13,14.28,5585642.0,0.0
2025-05-19,14.56,14.7,14.2,14.32,5759000.0,0.0
2025-05-20,14.08,14.46,13.99,14.18,8719200.0,0.0
2025-05-21,14.1,14.28,13.95,14.14,4137200.0,0.0
2025-05-22,14.17,15.55,14.14,14.83,14383940.0,0.0
2025-05-23,14.84,15.23,14.25,14.26,11011500.0,0.0
2025-05-26,14.26,14.92,14.16,14.66,8532400.0,0.0
2025-05-27,15.09,16.13,14.64,15.95,24846476.0,0.0
2025-05-28,15.61,17.04,15.38,16.4,20120572.0,0.0
2025-05-29,16.44,16.7,16.04,16.18,11328400.0,0.0
2025-05-30,16.18,16.31,15.77,16.03,10768000.0,0.0
2025-06-03,15.88,16.27,15.6,15.94,8868495.0,0.0
2025-06-04,16.1,16.74,15.85,16.37,10987700.0,0.0
2025-06-05,16.49,17.64,16.37,16.79,16916820.0,0.0
2025-06-06,16.87,17.01,16.4,16.74,8205500.0,0.0
2025-06-09,16.73,16.89,16.33,16.5,9650000.0,0.0
2025-06-10,16.35,16.81,16.32,16.78,9734872.0,0.0
2025-06-11,16.78,16.78,16.31,16.46,9876700.0,0.0
2025-06-12,16.46,17.85,16.38,17.54,12557227.0,0.0
2025-06-13,18.41,18.41,17.11,17.57,10745000.0,0.0
2025-06-16,17.58,18.14,17.46,17.93,8293400.0,0.0
2025-06-17,17.95,18.28,17.21,17.33,9663600.0,0.0
2025-06-18,17.45,17.55,16.7,17.28,9002100.0,0.0
2025-06-19,17.11,17.43,16.87,16.96,8880400.0,0.0
2025-06-20,16.9,17.13,16.55,16.72,6256000.0,0.0
