date,open,high,low,close,volume,amount
2025-03-17,36.39,37.8,36.1,37.66,11415991.0,0.0
2025-03-18,37.4,38.09,36.96,37.8,6644486.0,0.0
2025-03-19,38.29,38.88,37.26,38.06,5937427.0,0.0
2025-03-20,38.1,38.3,36.7,36.84,6051531.0,0.0
2025-03-21,37.0,37.14,35.99,36.07,6136452.0,0.0
2025-03-24,35.92,36.59,35.51,36.48,5096890.0,0.0
2025-03-25,37.0,37.2,35.48,35.65,4277425.0,0.0
2025-03-26,35.5,36.88,35.42,35.93,3686087.0,0.0
2025-03-27,35.81,36.38,35.27,35.59,2839040.0,0.0
2025-03-28,35.63,35.92,35.0,35.0,3340499.0,0.0
2025-03-31,35.0,35.0,33.48,34.69,4494588.0,0.0
2025-04-01,34.8,34.97,34.3,34.75,2544096.0,0.0
2025-04-02,34.75,37.64,34.61,37.27,7525299.0,0.0
2025-04-03,36.8,37.05,35.01,35.16,6232710.0,0.0
2025-04-07,32.0,33.4,31.64,31.64,1791999.0,0.0
2025-04-08,29.33,30.78,28.48,28.48,3836279.0,0.0
2025-04-09,25.63,27.43,25.63,26.38,22031202.0,0.0
2025-04-10,28.0,28.94,27.3,27.31,16111577.0,0.0
2025-04-11,26.57,28.02,26.57,27.41,8685398.0,0.0
2025-04-14,28.51,29.58,27.6,27.62,11773170.0,0.0
2025-04-15,27.8,28.32,26.81,28.32,8729009.0,0.0
2025-04-16,27.99,28.23,26.72,27.14,6216801.0,0.0
2025-04-17,26.97,27.42,26.09,26.4,6860131.0,0.0
2025-04-18,26.22,26.35,25.8,26.07,4727390.0,0.0
2025-04-21,26.09,27.16,25.95,27.14,5306661.0,0.0
2025-04-22,27.07,27.29,26.48,26.49,4006458.0,0.0
2025-04-23,26.0,27.8,25.51,27.68,10852188.0,0.0
2025-04-24,27.31,28.7,27.31,27.64,7903004.0,0.0
2025-04-25,27.81,28.37,27.6,28.04,5071203.0,0.0
2025-04-28,28.09,28.44,27.65,28.17,3819161.0,0.0
2025-04-29,27.79,28.62,27.38,28.21,4551302.0,0.0
2025-04-30,28.19,29.65,28.19,29.3,6139548.0,0.0
2025-05-06,29.69,29.97,28.86,29.12,7806068.0,0.0
2025-05-07,29.37,29.75,28.81,29.02,4823402.0,0.0
2025-05-08,28.81,31.92,28.81,31.92,9331880.0,0.0
2025-05-09,31.5,32.0,30.6,30.7,9653395.0,0.0
2025-05-12,31.27,33.29,30.79,32.07,11952094.0,0.0
2025-05-13,32.63,32.79,31.38,31.7,8023280.0,0.0
2025-05-14,32.21,32.35,30.84,31.05,4448305.0,0.0
