date,open,high,low,close,volume,amount
2024-10-11,5610.948,5616.806,5349.321,5416.758,27999264600.0,0.0
2024-10-14,5451.619,5620.419,5346.424,5615.756,28114440500.0,0.0
2024-10-15,5585.688,5704.56,5505.81,5507.176,29751709500.0,0.0
2024-10-16,5425.432,5598.835,5424.393,5524.255,24852031900.0,0.0
2024-10-17,5563.465,5624.794,5504.485,5505.615,27639748600.0,0.0
2024-10-18,5495.196,5880.896,5484.235,5749.434,35971903900.0,0.0
2024-10-21,5797.003,5954.436,5767.79,5860.571,35506109500.0,0.0
2024-10-22,5866.786,5940.367,5814.297,5888.815,34729862800.0,0.0
2024-10-23,5871.318,5991.589,5856.368,5903.578,33375377200.0,0.0
2024-10-24,5871.286,5887.45,5817.932,5861.632,26414947600.0,0.0
2024-10-25,5876.437,6014.11,5876.214,5974.909,30682066500.0,0.0
2024-10-28,5988.723,6082.088,5965.001,6082.088,32672293800.0,0.0
2024-10-29,6106.194,6113.638,5982.526,5983.836,36932529900.0,0.0
2024-10-30,5960.792,6043.587,5945.675,6019.347,32438018600.0,0.0
2024-10-31,6041.013,6161.555,6004.713,6116.663,38611948500.0,0.0
2024-11-01,6100.79,6125.408,5912.532,5930.232,40933827600.0,0.0
2024-11-04,5912.314,6053.112,5912.314,6053.112,29563714700.0,0.0
2024-11-05,6057.208,6279.915,6051.457,6266.542,39014253100.0,0.0
2024-11-06,6287.293,6368.869,6247.152,6293.193,42425010100.0,0.0
2024-11-07,6238.617,6403.918,6229.49,6403.918,40857165200.0,0.0
2024-11-08,6470.074,6526.65,6400.094,6423.122,45179630800.0,0.0
2024-11-11,6416.168,6580.568,6412.576,6579.005,40243625500.0,0.0
2024-11-12,6593.822,6616.157,6429.35,6491.972,40071524400.0,0.0
2024-11-13,6453.864,6512.597,6357.556,6474.394,31748592800.0,0.0
2024-11-14,6462.01,6472.954,6263.314,6272.191,29479471800.0,0.0
2024-11-15,6246.336,6331.872,6124.661,6125.513,29519163400.0,0.0
2024-11-18,6154.507,6180.88,5937.085,5974.558,32267260800.0,0.0
2024-11-19,5977.844,6130.496,5945.456,6130.285,27316752600.0,0.0
2024-11-20,6116.96,6262.083,6105.222,6250.803,29997582100.0,0.0
2024-11-21,6241.009,6292.86,6199.706,6262.164,29965511100.0,0.0
2024-11-22,6240.086,6280.603,6030.375,6030.488,34212911700.0,0.0
2024-11-25,6047.938,6076.191,5937.905,6052.129,27764677600.0,0.0
2024-11-26,6036.638,6093.371,5979.392,5981.57,24440411200.0,0.0
2024-11-27,5942.533,6119.011,5856.997,6118.664,29094626700.0,0.0
2024-11-28,6121.678,6170.134,6077.601,6086.085,30123556000.0,0.0
2024-11-29,6066.714,6246.198,6039.832,6189.128,32476269100.0,0.0
2024-12-02,6188.802,6325.86,6188.802,6313.608,35402806600.0,0.0
2024-12-03,6318.966,6342.357,6239.44,6303.276,32665236300.0,0.0
2024-12-04,6301.048,6303.505,6175.839,6204.945,29920209800.0,0.0
2024-12-05,6186.123,6302.355,6186.123,6285.601,28853561700.0,0.0
2024-12-06,6291.302,6384.657,6229.212,6349.621,34903096300.0,0.0
2024-12-09,6346.595,6371.098,6257.542,6303.272,29377328700.0,0.0
2024-12-10,6493.537,6497.889,6352.762,6362.02,37420920600.0,0.0
2024-12-11,6343.781,6454.971,6343.781,6447.374,33135195600.0,0.0
2024-12-12,6454.942,6493.71,6390.589,6490.146,34232605300.0,0.0
2024-12-13,6447.203,6460.939,6351.301,6354.988,36198551300.0,0.0
2024-12-16,6355.628,6367.809,6248.158,6277.516,31021517300.0,0.0
2024-12-17,6262.493,6269.14,6133.129,6143.944,27479395900.0,0.0
2024-12-18,6156.692,6242.517,6121.054,6195.868,24802412200.0,0.0
2024-12-19,6127.22,6223.805,6108.394,6207.186,25148792400.0,0.0
2024-12-20,6195.644,6320.963,6191.081,6271.753,24365908500.0,0.0
2024-12-23,6271.763,6276.971,6086.912,6096.381,25847497500.0,0.0
2024-12-24,6110.767,6165.202,6066.226,6164.361,21601091800.0,0.0
2024-12-25,6158.649,6159.596,6037.736,6094.687,21902703200.0,0.0
2024-12-26,6083.887,6185.807,6083.887,6160.452,20691673900.0,0.0
2024-12-27,6164.67,6250.201,6135.479,6171.565,23784155400.0,0.0
2024-12-30,6164.908,6192.585,6097.103,6145.928,20771244800.0,0.0
2024-12-31,6151.034,6160.733,5957.717,5957.717,23799003200.0,0.0
2025-01-02,5948.68,5982.554,5743.179,5797.089,24412560600.0,0.0
2025-01-03,5808.542,5826.083,5609.766,5625.209,23709321100.0,0.0
2025-01-06,5614.028,5688.922,5561.898,5608.034,20304767600.0,0.0
2025-01-07,5610.946,5694.005,5580.885,5692.041,19391245000.0,0.0
2025-01-08,5664.312,5706.659,5501.492,5661.779,22580083000.0,0.0
2025-01-09,5629.895,5714.461,5629.824,5672.78,19332042100.0,0.0
2025-01-10,5662.767,5718.212,5544.916,5544.916,19801487700.0,0.0
2025-01-13,5487.125,5599.327,5457.51,5559.473,16930919000.0,0.0
2025-01-14,5580.878,5814.707,5562.18,5811.055,23577286900.0,0.0
2025-01-15,5805.898,5815.148,5755.625,5775.571,20429032500.0,0.0
2025-01-16,5810.051,5906.466,5753.764,5801.305,21637323900.0,0.0
2025-01-17,5780.606,5885.417,5755.907,5841.572,19681796700.0,0.0
2025-01-20,5877.972,5925.072,5856.833,5879.15,19843078300.0,0.0
2025-01-21,5911.405,5917.129,5834.964,5908.023,19912783400.0,0.0
2025-01-22,5879.843,5886.742,5824.035,5855.739,18029676000.0,0.0
2025-01-23,5911.219,5991.845,5829.033,5829.033,22285575300.0,0.0
2025-01-24,5815.458,5943.112,5815.458,5938.13,20809044500.0,0.0
2025-01-27,5946.729,5964.15,5846.069,5846.069,18864620000.0,0.0
2025-02-05,5900.513,5928.88,5851.595,5881.437,21200531000.0,0.0
2025-02-06,5869.705,6042.019,5853.746,6041.834,25599851100.0,0.0
2025-02-07,6046.365,6198.748,6042.261,6134.055,32395283500.0,0.0
2025-02-10,6155.051,6218.066,6126.082,6210.547,29782593200.0,0.0
2025-02-11,6209.521,6220.964,6135.866,6190.174,28827157600.0,0.0
2025-02-12,6172.394,6284.918,6171.061,6284.611,28134276500.0,0.0
2025-02-13,6290.79,6290.79,6202.593,6212.497,31298493500.0,0.0
2025-02-14,6203.477,6257.306,6182.264,6248.835,29800584900.0,0.0
2025-02-17,6285.04,6308.484,6231.868,6281.566,32373433700.0,0.0
2025-02-18,6264.282,6282.404,6112.585,6142.138,30015933000.0,0.0
2025-02-19,6134.991,6290.013,6133.942,6288.529,27292011400.0,0.0
2025-02-20,6289.133,6349.474,6274.031,6334.414,28811019800.0,0.0
2025-02-21,6347.67,6456.919,6317.085,6449.228,32726377100.0,0.0
2025-02-24,6454.558,6504.4,6411.766,6464.024,31846116100.0,0.0
2025-02-25,6369.276,6503.007,6359.836,6435.428,29536637200.0,0.0
2025-02-26,6451.402,6527.846,6423.603,6524.406,30317641300.0,0.0
2025-02-27,6526.811,6550.1,6395.908,6499.53,31196410100.0,0.0
2025-02-28,6460.904,6468.796,6252.014,6270.419,29555967500.0,0.0
